possession,city,property_type,updated_date,management_by_landlord,data_id,areacode,sqft,listing_date,status,platform,config_type,carpet_area,locality,address,lat,txn_type,lng,desc,selling_price,building_name
11/30/2017 18:30:00,Mumbai,Apartment,04/18/2016 04:38:30,,6131426,,2700,04/18/2016 10:08:30,Under Construction,tigerprop,4BHK,1679,Kandivali East,"Akurli Road, Lokhandwala Complex, Kandivali East, Mumbai",19.20110893,sale,72.87722778,,34290000.0,White City
10/31/2019 18:30:00,Mumbai,Apartment,07/07/2016 05:12:44,,6113340,,850,04/12/2016 05:59:54,Under Construction,tigerprop,2BHK,513,Kanjurmarg,"Crompton Greaves Compound, Kanjurmarg, Mumbai",19.13327599,sale,72.93379211,,9987500.0,Bliss
10/31/2019 18:30:00,Mumbai,Apartment,07/07/2016 05:12:45,,6602283,,1100,07/07/2016 10:42:45,Under Construction,tigerprop,2BHK,665,Kanjurmarg,"Crompton Greaves Compound, Kanjurmarg, Mumbai",19.13327599,sale,72.93379211,,13475000.0,Bliss
10/31/2019 18:30:00,Mumbai,Apartment,07/07/2016 05:12:45,,5252491,,1115,12/17/2014 11:12:37,Under Construction,tigerprop,2BHK,665,Kanjurmarg,"Crompton Greaves Compound, Kanjurmarg, Mumbai",19.13327599,sale,72.93379211,,13658750.0,Bliss
10/31/2019 18:30:00,Mumbai,Apartment,07/07/2016 05:12:44,,5252490,,1225,12/17/2014 11:12:37,Under Construction,tigerprop,2BHK,740,Kanjurmarg,"Crompton Greaves Compound, Kanjurmarg, Mumbai",19.13327599,sale,72.93379211,,15006250.0,Bliss
10/31/2019 18:30:00,Mumbai,Apartment,07/07/2016 05:12:45,,5283612,,1250,06/01/2015 09:24:16,Under Construction,tigerprop,2BHK,765,Kanjurmarg,"Crompton Greaves Compound, Kanjurmarg, Mumbai",19.13327599,sale,72.93379211,,15312500.0,Bliss
10/31/2019 18:30:00,Mumbai,Apartment,07/07/2016 05:12:45,,6602284,,1265,07/07/2016 10:42:45,Under Construction,tigerprop,2BHK,765,Kanjurmarg,"Crompton Greaves Compound, Kanjurmarg, Mumbai",19.13327599,sale,72.93379211,,15496250.0,Bliss
10/31/2019 18:30:00,Mumbai,Apartment,07/07/2016 05:12:45,,6554936,,1275,06/15/2016 13:07:03,Under Construction,tigerprop,2BHK,770,Kanjurmarg,"Crompton Greaves Compound, Kanjurmarg, Mumbai",19.13327599,sale,72.93379211,,15618750.0,Bliss
10/31/2019 18:30:00,Mumbai,Apartment,07/07/2016 05:12:45,,5283613,,1675,06/01/2015 09:24:16,Under Construction,tigerprop,3BHK,998,Kanjurmarg,"Crompton Greaves Compound, Kanjurmarg, Mumbai",19.13327599,sale,72.93379211,,20518750.0,Bliss
10/31/2019 18:30:00,Mumbai,Apartment,07/07/2016 05:12:45,,5252495,,1675,12/17/2014 11:12:37,Under Construction,tigerprop,3BHK,992,Kanjurmarg,"Crompton Greaves Compound, Kanjurmarg, Mumbai",19.13327599,sale,72.93379211,,20518750.0,Bliss
10/31/2019 18:30:00,Mumbai,Apartment,07/07/2016 05:12:45,,5252494,,1750,12/17/2014 11:12:37,Under Construction,tigerprop,3BHK,1028,Kanjurmarg,"Crompton Greaves Compound, Kanjurmarg, Mumbai",19.13327599,sale,72.93379211,,21437500.0,Bliss
10/31/2019 18:30:00,Mumbai,Apartment,07/07/2016 05:12:45,,5283614,,1775,06/01/2015 09:24:16,Under Construction,tigerprop,3BHK,1035,Kanjurmarg,"Crompton Greaves Compound, Kanjurmarg, Mumbai",19.13327599,sale,72.93379211,,21743750.0,Bliss
10/31/2019 18:30:00,Mumbai,Apartment,07/07/2016 05:12:45,,5252492,,2025,12/17/2014 11:12:37,Under Construction,tigerprop,3BHK,1187,Kanjurmarg,"Crompton Greaves Compound, Kanjurmarg, Mumbai",19.13327599,sale,72.93379211,,24806250.0,Bliss
10/31/2019 18:30:00,Mumbai,Apartment,07/07/2016 05:12:45,,5283615,,2050,06/01/2015 09:24:16,Under Construction,tigerprop,3BHK,1193,Kanjurmarg,"Crompton Greaves Compound, Kanjurmarg, Mumbai",19.13327599,sale,72.93379211,,25112500.0,Bliss
10/31/2019 18:30:00,Mumbai,Apartment,07/07/2016 05:12:45,,5252497,,3250,12/17/2014 11:12:37,Under Construction,tigerprop,4BHK,1904,Kanjurmarg,"Crompton Greaves Compound, Kanjurmarg, Mumbai",19.13327599,sale,72.93379211,,39812500.0,Bliss
10/31/2019 18:30:00,Mumbai,Apartment,07/07/2016 05:12:45,,5252499,,4000,12/17/2014 11:12:37,Under Construction,tigerprop,5BHK,2355,Kanjurmarg,"Crompton Greaves Compound, Kanjurmarg, Mumbai",19.13327599,sale,72.93379211,,49000000.0,Bliss
08/30/2010 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5072568,,1350,11/13/2013 18:07:44,Completed,tigerprop,2BHK,0,Mahalaxmi,"Mahalaxmi, Mumbai",18.9809742,sale,72.83106995,,0,Planet
08/30/2010 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5219041,,1454,06/30/2014 11:33:27,Completed,tigerprop,2BHK,0,Mahalaxmi,"Mahalaxmi, Mumbai",18.9809742,sale,72.83106995,,0,Planet
08/30/2010 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5072569,,1770,11/13/2013 18:07:44,Completed,tigerprop,3BHK,0,Mahalaxmi,"Mahalaxmi, Mumbai",18.9809742,sale,72.83106995,,0,Planet
08/30/2010 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5219042,,1900,06/30/2014 11:33:27,Completed,tigerprop,3BHK,0,Mahalaxmi,"Mahalaxmi, Mumbai",18.9809742,sale,72.83106995,,0,Planet
08/30/2010 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5219043,,3154,06/30/2014 11:33:27,Completed,tigerprop,4BHK,0,Mahalaxmi,"Mahalaxmi, Mumbai",18.9809742,sale,72.83106995,,0,Planet
08/30/2010 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5219044,,3475,06/30/2014 11:33:27,Completed,tigerprop,4BHK,0,Mahalaxmi,"Mahalaxmi, Mumbai",18.9809742,sale,72.83106995,,0,Planet
05/31/2012 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5320225,,2394,10/26/2015 11:29:07,Completed,tigerprop,3BHK,1709,Mahalaxmi,"N.M. Joshi Marg, Mahalaxmi, Mumbai",18.98719406,sale,72.82820129,,0,Bellissimo
05/31/2012 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5320226,,5292,10/26/2015 11:37:37,Completed,tigerprop,3BHK,3780,Mahalaxmi,"N.M. Joshi Marg, Mahalaxmi, Mumbai",18.98719406,sale,72.82820129,,0,Bellissimo
05/31/2012 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5001719,,2400,11/13/2013 18:07:44,Completed,tigerprop,4BHK,0,Mahalaxmi,"N.M. Joshi Marg, Mahalaxmi, Mumbai",18.98719406,sale,72.82820129,,0,Bellissimo
05/31/2012 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5001722,,3000,11/13/2013 18:07:44,Completed,tigerprop,4BHK,0,Mahalaxmi,"N.M. Joshi Marg, Mahalaxmi, Mumbai",18.98719406,sale,72.82820129,,0,Bellissimo
05/31/2012 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5066787,,3200,11/13/2013 18:07:44,Completed,tigerprop,4BHK,0,Mahalaxmi,"N.M. Joshi Marg, Mahalaxmi, Mumbai",18.98719406,sale,72.82820129,,0,Bellissimo
03/31/2012 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5001702,,2187,11/13/2013 18:07:44,Completed,tigerprop,3BHK,0,Dadar West,"Dadar West, Mumbai",19.01144028,sale,72.83297729,,0,Grandeur
03/31/2012 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5001703,,3150,11/13/2013 18:07:44,Completed,tigerprop,4BHK,0,Dadar West,"Dadar West, Mumbai",19.01144028,sale,72.83297729,,0,Grandeur
03/31/2011 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5265934,,1800,02/27/2015 12:32:45,Completed,tigerprop,3BHK,0,Matunga,"Matunga,  Mumbai",19.02339554,sale,72.85308075,,0,Gardenia
11/30/2015 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5211776,,0,05/27/2014 04:47:01,Completed,tigerprop,3BHK,1185,Chembur,"7th Road, Sanduwadi, Opp. Sandu Brother, Chembur East, Mumbai",19.05358696,sale,72.89806366,,0,Aumkaar
11/30/2015 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5272842,,0,04/04/2015 10:32:11,Completed,tigerprop,3BHK,1017,Chembur,"7th Road, Sanduwadi, Opp. Sandu Brother, Chembur East, Mumbai",19.05358696,sale,72.89806366,,0,Aumkaar
11/30/2015 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5081776,,0,11/13/2013 18:07:44,Completed,tigerprop,3BHK,1140,Chembur,"7th Road, Sanduwadi, Opp. Sandu Brother, Chembur East, Mumbai",19.05358696,sale,72.89806366,,0,Aumkaar
11/30/2015 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5211776,,0,05/27/2014 04:47:01,Completed,tigerprop,3BHK,1185,Chembur,"7th Road, Sanduwadi, Opp. Sandu Brother, Chembur East, Mumbai",19.05358696,sale,72.89806366,,0,Aumkaar
11/30/2015 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5272842,,0,04/04/2015 10:32:11,Completed,tigerprop,3BHK,1017,Chembur,"7th Road, Sanduwadi, Opp. Sandu Brother, Chembur East, Mumbai",19.05358696,sale,72.89806366,,0,Aumkaar
11/30/2015 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5081776,,0,11/13/2013 18:07:44,Completed,tigerprop,3BHK,1140,Chembur,"7th Road, Sanduwadi, Opp. Sandu Brother, Chembur East, Mumbai",19.05358696,sale,72.89806366,,0,Aumkaar
04/30/2016 18:30:00,Mumbai,Apartment,05/16/2016 23:50:48,,5078535,,0,11/13/2013 18:07:44,Under Construction,tigerprop,3BHK,1061,Dadar East,"Khareghat Road, Hindu Colony, Dadar East, Mumbai",19.02065659,sale,72.84929657,,0,Serene
04/30/2016 18:30:00,Mumbai,Apartment,05/16/2016 23:50:48,,5078536,,0,11/13/2013 18:07:44,Under Construction,tigerprop,3BHK,1085,Dadar East,"Khareghat Road, Hindu Colony, Dadar East, Mumbai",19.02065659,sale,72.84929657,,0,Serene
01/31/2016 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5063269,,0,11/13/2013 18:07:44,Under Construction,tigerprop,3BHK,1620,Bandra West,"14th Road, Bandra West, Mumbai",19.06677055,sale,72.83276367,,0,Ekta Iris
01/31/2014 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5066001,,3500,11/13/2013 18:07:44,Completed,tigerprop,4BHK,0,Chembur,"33, Union, Near R.K Studio, Sion, Tronbay Road, Chembur, Mumbai",19.04833603,sale,72.90591431,,0,Signature
11/30/2014 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5022369,,1946,11/13/2013 18:07:44,Completed,tigerprop,3BHK,0,Kanjurmarg,"Kanjurmarg, Mumbai",19.1339817,sale,72.93009186,,0,The Great Eastern Gardens
11/30/2014 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5328977,,1957,11/30/2015 09:39:02,Completed,tigerprop,3BHK,0,Kanjurmarg,"Kanjurmarg, Mumbai",19.1339817,sale,72.93009186,,0,The Great Eastern Gardens
11/30/2014 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5328978,,2481,11/30/2015 09:39:02,Completed,tigerprop,4BHK,0,Kanjurmarg,"Kanjurmarg, Mumbai",19.1339817,sale,72.93009186,,0,The Great Eastern Gardens
08/31/2007 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5226079,,528,07/26/2014 05:35:53,Completed,tigerprop,1BHK,0,Vikhroli,"A-3, Vikhroli Village Rd, Pirojshanagar, Vikhroli East Mumbai",19.10368156,sale,72.92684937,,0,Garden Enclave
08/31/2007 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5226080,,975,07/26/2014 05:35:53,Completed,tigerprop,2BHK,0,Vikhroli,"A-3, Vikhroli Village Rd, Pirojshanagar, Vikhroli East Mumbai",19.10368156,sale,72.92684937,,0,Garden Enclave
08/31/2007 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5226081,,1410,07/26/2014 05:35:53,Completed,tigerprop,3BHK,0,Vikhroli,"A-3, Vikhroli Village Rd, Pirojshanagar, Vikhroli East Mumbai",19.10368156,sale,72.92684937,,0,Garden Enclave
04/30/2012 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5001587,,1233,11/13/2013 18:07:44,Completed,tigerprop,2BHK,0,Bhandup West,"Bhandup, Mumbai.",19.1478405,sale,72.93437195,,17999334.0,Imperia
04/30/2012 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5001588,,1557,11/13/2013 18:07:44,Completed,tigerprop,3BHK,0,Bhandup West,"Bhandup, Mumbai.",19.1478405,sale,72.93437195,,0,Imperia
04/30/2012 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5001589,,1683,11/13/2013 18:07:44,Completed,tigerprop,3BHK,0,Bhandup West,"Bhandup, Mumbai.",19.1478405,sale,72.93437195,,27498537.0,Imperia
05/31/2015 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5001594,,2900,11/13/2013 18:07:44,Completed,tigerprop,3BHK,0,Lower Parel,"Senapati Bapat Marg, Near Lower Parel, Mumbai",19.00847626,sale,72.83326721,,0,Sky
05/31/2015 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5324365,,3080,11/10/2015 10:36:58,Completed,tigerprop,3BHK,0,Lower Parel,"Senapati Bapat Marg, Near Lower Parel, Mumbai",19.00847626,sale,72.83326721,,89012000.0,Sky
05/31/2015 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5001595,,3700,11/13/2013 18:07:44,Completed,tigerprop,3BHK,0,Lower Parel,"Senapati Bapat Marg, Near Lower Parel, Mumbai",19.00847626,sale,72.83326721,,106930000.0,Sky
05/31/2015 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5001596,,5900,11/13/2013 18:07:44,Completed,tigerprop,5BHK,0,Lower Parel,"Senapati Bapat Marg, Near Lower Parel, Mumbai",19.00847626,sale,72.83326721,,0,Sky
05/31/2015 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5001597,,6500,11/13/2013 18:07:44,Completed,tigerprop,5BHK,0,Lower Parel,"Senapati Bapat Marg, Near Lower Parel, Mumbai",19.00847626,sale,72.83326721,,187850000.0,Sky
05/31/2015 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5060223,,6000,11/13/2013 18:07:44,Completed,tigerprop,6BHK,0,Lower Parel,"Senapati Bapat Marg, Near Lower Parel, Mumbai",19.00847626,sale,72.83326721,,0,Sky
05/31/2015 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5324366,,6750,11/10/2015 10:36:58,Completed,tigerprop,6BHK,0,Lower Parel,"Senapati Bapat Marg, Near Lower Parel, Mumbai",19.00847626,sale,72.83326721,,195075000.0,Sky
11/30/2014 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5001725,,1287,11/13/2013 18:07:44,Completed,tigerprop,2BHK,0,Mahalaxmi,"Mahalaxmi, Mumbai",18.98710442,sale,72.8290863,,52499304.0,Primero
11/30/2014 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5001726,,1305,11/13/2013 18:07:44,Completed,tigerprop,2BHK,0,Mahalaxmi,"Mahalaxmi, Mumbai",18.98710442,sale,72.8290863,,0,Primero
11/30/2014 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5001727,,1332,11/13/2013 18:07:44,Completed,tigerprop,2BHK,0,Mahalaxmi,"Mahalaxmi, Mumbai",18.98710442,sale,72.8290863,,0,Primero
11/30/2014 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5324803,,1413,11/16/2015 07:48:29,Completed,tigerprop,2BHK,883,Mahalaxmi,"Mahalaxmi, Mumbai",18.98710442,sale,72.8290863,,0,Primero
11/30/2014 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5302186,,1467,08/14/2015 06:23:45,Completed,tigerprop,2BHK,0,Mahalaxmi,"Mahalaxmi, Mumbai",18.98710442,sale,72.8290863,,0,Primero
11/30/2014 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5001728,,1701,11/13/2013 18:07:44,Completed,tigerprop,3BHK,0,Mahalaxmi,"Mahalaxmi, Mumbai",18.98710442,sale,72.8290863,,0,Primero
11/30/2014 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5001729,,1728,11/13/2013 18:07:44,Completed,tigerprop,3BHK,0,Mahalaxmi,"Mahalaxmi, Mumbai",18.98710442,sale,72.8290863,,0,Primero
11/30/2014 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5001730,,1756,11/13/2013 18:07:44,Completed,tigerprop,3BHK,0,Mahalaxmi,"Mahalaxmi, Mumbai",18.98710442,sale,72.8290863,,0,Primero
11/30/2014 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5001731,,1773,11/13/2013 18:07:44,Completed,tigerprop,3BHK,0,Mahalaxmi,"Mahalaxmi, Mumbai",18.98710442,sale,72.8290863,,0,Primero
11/30/2014 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5001732,,1791,11/13/2013 18:07:44,Completed,tigerprop,3BHK,0,Mahalaxmi,"Mahalaxmi, Mumbai",18.98710442,sale,72.8290863,,0,Primero
11/30/2014 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5001733,,1818,11/13/2013 18:07:44,Completed,tigerprop,3BHK,0,Mahalaxmi,"Mahalaxmi, Mumbai",18.98710442,sale,72.8290863,,0,Primero
11/30/2014 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5324804,,1953,11/16/2015 07:48:29,Completed,tigerprop,3BHK,1217,Mahalaxmi,"Mahalaxmi, Mumbai",18.98710442,sale,72.8290863,,0,Primero
11/30/2014 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5302187,,2007,08/14/2015 06:23:45,Completed,tigerprop,3BHK,0,Mahalaxmi,"Mahalaxmi, Mumbai",18.98710442,sale,72.8290863,,0,Primero
06/29/2010 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5019156,,2650,11/13/2013 18:07:44,Completed,tigerprop,3BHK,0,Worli,"Khan Abdul Gafar Road, Mumbai",19.0150795,sale,72.81750488,,0,Bayview
06/29/2010 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5019155,,0,11/13/2013 18:07:44,Completed,tigerprop,4BHK,0,Worli,"Khan Abdul Gafar Road, Mumbai",19.0150795,sale,72.81750488,,0,Bayview
09/30/2014 18:30:00,Mumbai,Apartment,06/09/2016 00:09:13,,5062963,,0,11/13/2013 18:07:44,Completed,tigerprop,3BHK,1140,Santacruz West,Santacruz West Mumbai.,19.07700348,sale,72.83478546,,0,Boulevard
09/30/2014 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5063199,,0,11/13/2013 18:07:44,Completed,tigerprop,4BHK,1588,Santacruz West,Santacruz West Mumbai.,19.07700348,sale,72.83478546,,0,Boulevard
08/31/2008 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5229862,,0,08/18/2014 06:09:15,Completed,tigerprop,4BHK,0,Babulnath Road,"Dadysheth Lane, Near Babulnath Temple and Chowpatti Beach, Mumbai",18.95687294,sale,72.80771637,,0,Kohinoor
12/30/2009 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5015043,,0,11/13/2013 18:07:44,Completed,tigerprop,2BHK,0,Goregaon East,"Goregaon, Mumbai",19.16966629,sale,72.86525726,,0,Woods
05/31/2016 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5092231,,0,11/13/2013 18:07:44,Under Construction,tigerprop,2BHK,896,Chembur,"16th Road, Opp.Chembur Gymkhana, Chembur(E), Mumbai",19.05902863,sale,72.90127563,,0,The Grand
05/31/2016 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5264259,,0,02/19/2015 10:09:46,Under Construction,tigerprop,3BHK,1257,Chembur,"16th Road, Opp.Chembur Gymkhana, Chembur(E), Mumbai",19.05902863,sale,72.90127563,,0,The Grand
05/31/2016 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5213219,,0,06/02/2014 06:49:11,Under Construction,tigerprop,4BHK,1800,Chembur,"16th Road, Opp.Chembur Gymkhana, Chembur(E), Mumbai",19.05902863,sale,72.90127563,,0,The Grand
05/31/2016 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5291285,,0,07/04/2015 11:30:06,Under Construction,tigerprop,4BHK,1674,Chembur,"16th Road, Opp.Chembur Gymkhana, Chembur(E), Mumbai",19.05902863,sale,72.90127563,,0,The Grand
05/31/2016 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5264271,,0,02/19/2015 10:35:43,Under Construction,tigerprop,5BHK,2400,Chembur,"16th Road, Opp.Chembur Gymkhana, Chembur(E), Mumbai",19.05902863,sale,72.90127563,,0,The Grand
04/30/2015 18:30:00,Mumbai,Apartment,05/16/2016 05:38:42,,5088844,,0,11/13/2013 18:07:44,Completed,tigerprop,4BHK,1510,Santacruz West,"39 Tagore Road, Santacruz West, Mumbai",19.08013916,sale,72.83608246,,0,Kyoto
04/30/2015 18:30:00,Mumbai,Apartment,05/16/2016 05:38:42,,5054376,,0,11/13/2013 18:07:44,Completed,tigerprop,4BHK,1381,Santacruz West,"39 Tagore Road, Santacruz West, Mumbai",19.08013916,sale,72.83608246,,0,Kyoto
04/30/2015 18:30:00,Mumbai,Apartment,05/16/2016 05:38:42,,5088847,,0,11/13/2013 18:07:44,Completed,tigerprop,5BHK,3040,Santacruz West,"39 Tagore Road, Santacruz West, Mumbai",19.08013916,sale,72.83608246,,0,Kyoto
04/30/2015 18:30:00,Mumbai,Apartment,05/16/2016 05:38:42,,5088844,,0,11/13/2013 18:07:44,Completed,tigerprop,4BHK,1510,Santacruz West,"39 Tagore Road, Santacruz West, Mumbai",19.08013916,sale,72.83608246,,0,Kyoto
04/30/2015 18:30:00,Mumbai,Apartment,05/16/2016 05:38:42,,5054376,,0,11/13/2013 18:07:44,Completed,tigerprop,4BHK,1381,Santacruz West,"39 Tagore Road, Santacruz West, Mumbai",19.08013916,sale,72.83608246,,0,Kyoto
04/30/2015 18:30:00,Mumbai,Apartment,05/16/2016 05:38:42,,5088847,,0,11/13/2013 18:07:44,Completed,tigerprop,5BHK,3040,Santacruz West,"39 Tagore Road, Santacruz West, Mumbai",19.08013916,sale,72.83608246,,0,Kyoto
03/31/2016 18:30:00,Mumbai,Apartment,05/26/2016 06:34:23,,5198392,,2740,04/02/2014 09:49:38,Completed,tigerprop,4BHK,1604,Chembur,"Dr, C.G Marg, Opp. HDFC Bank, Chembur, Mumbai",19.04620361,sale,72.90454865,,0,Epitome
03/31/2016 18:30:00,Mumbai,Apartment,05/26/2016 06:34:23,,5160171,,2771,11/15/2013 09:09:26,Completed,tigerprop,4BHK,1630,Chembur,"Dr, C.G Marg, Opp. HDFC Bank, Chembur, Mumbai",19.04620361,sale,72.90454865,,0,Epitome
03/31/2016 18:30:00,Mumbai,Apartment,05/26/2016 06:34:23,,5160172,,5620,11/15/2013 09:09:26,Completed,tigerprop,5BHK,3305,Chembur,"Dr, C.G Marg, Opp. HDFC Bank, Chembur, Mumbai",19.04620361,sale,72.90454865,,0,Epitome
09/29/2012 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5054152,,1175,11/13/2013 18:07:44,Completed,tigerprop,2BHK,0,Chembur,"18th Road, Next to Gandhi Maidan, Chembur (E), Mumbai",19.05906296,sale,72.89857483,,0,Grand
09/29/2012 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5054153,,1665,11/13/2013 18:07:44,Completed,tigerprop,3BHK,0,Chembur,"18th Road, Next to Gandhi Maidan, Chembur (E), Mumbai",19.05906296,sale,72.89857483,,0,Grand
04/30/2013 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5085230,,0,11/13/2013 18:07:44,Completed,tigerprop,3BHK,1572,Bandra West,"24th Road, Opp. Patwardhan Park, Bandra(W), Mumbai",19.0649128,sale,72.83312988,,0,Man Dunes
04/30/2013 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5085231,,0,11/13/2013 18:07:44,Completed,tigerprop,4BHK,2565,Bandra West,"24th Road, Opp. Patwardhan Park, Bandra(W), Mumbai",19.0649128,sale,72.83312988,,0,Man Dunes
09/29/2011 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5081769,,2650,11/13/2013 18:07:44,Completed,tigerprop,3BHK,0,Chembur,"Chembur, Mumbai",19.0548439,sale,72.89835358,,0,Akshay Anand
07/31/2013 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5228086,,1820,08/07/2014 09:28:15,Completed,tigerprop,3BHK,0,Jogeshwari East,"Andheri East, Mumbai",19.14169312,sale,72.86294556,,0,Splendor Grande
09/29/2013 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5050977,,1362,11/13/2013 18:07:44,Completed,tigerprop,2BHK,0,Dadar West,"Dadar West, Mumbai",19.01298332,sale,72.83473206,,0,Woodside
09/29/2013 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5050978,,1701,11/13/2013 18:07:44,Completed,tigerprop,3BHK,0,Dadar West,"Dadar West, Mumbai",19.01298332,sale,72.83473206,,0,Woodside
09/29/2013 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5050979,,2515,11/13/2013 18:07:44,Completed,tigerprop,4BHK,0,Dadar West,"Dadar West, Mumbai",19.01298332,sale,72.83473206,,0,Woodside
11/30/2012 18:30:00,Mumbai,Apartment,05/16/2016 00:46:10,,5001692,,0,11/13/2013 18:07:44,Completed,tigerprop,2BHK,720,Chembur,"Chembur, Mumbai",19.04663849,sale,72.9059906,,0,Maitri Park
11/30/2012 18:30:00,Mumbai,Apartment,05/16/2016 00:46:10,,5001693,,0,11/13/2013 18:07:44,Completed,tigerprop,2BHK,850,Chembur,"Chembur, Mumbai",19.04663849,sale,72.9059906,,0,Maitri Park
11/30/2012 18:30:00,Mumbai,Apartment,05/16/2016 00:46:10,,5001694,,0,11/13/2013 18:07:44,Completed,tigerprop,3BHK,1105,Chembur,"Chembur, Mumbai",19.04663849,sale,72.9059906,,0,Maitri Park
11/30/2012 18:30:00,Mumbai,Apartment,05/16/2016 00:46:10,,5001695,,0,11/13/2013 18:07:44,Completed,tigerprop,5BHK,2675,Chembur,"Chembur, Mumbai",19.04663849,sale,72.9059906,,0,Maitri Park
04/30/2013 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5074995,,1015,11/13/2013 18:07:44,Completed,tigerprop,2BHK,0,Kanjurmarg,"Kanjurmarg, Mumbai",19.12852478,sale,72.93019867,,0,Aurum
04/30/2013 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5071722,,1400,11/13/2013 18:07:44,Completed,tigerprop,3BHK,0,Kanjurmarg,"Kanjurmarg, Mumbai",19.12852478,sale,72.93019867,,0,Aurum
04/30/2013 18:30:00,Mumbai,Apartment,03/22/2016 09:21:27,,5071721,,1431,11/13/2013 18:07:44,Completed,tigerprop,3BHK,0,Kanjurmarg,"Kanjurmarg, Mumbai",19.12852478,sale,72.93019867,,28499796.0,Aurum
