quality1,quality2,quality3,data_id,Building_name,config_type,Selling_price,Monthly_Rent,price_per_sqft,lat,longt,platform,city,listing_date,txn_type,property_type,locality,Bua_sqft,Status,listing_by,name_lister,Details,address,price_on_req,sublocality,age,google_place_id,Possession,Launch_date,mobile_lister,areacode,management_by_landlord,carpet_area,updated_date
0,,1,5320226,Bellissimo,3BHK,0,0,30897.8723,18.98719406,72.82820129,tigerprop,Mumbai,10/26/2015 11:37:37,sale,Apartment,mumbai south,5292,Completed,Lodha,None,None,"N.M. Joshi Marg, Mahalaxmi, Mumbai",true,Mahalaxmi,None,None,05/31/2012 18:30:00,,None,50047,None,3780,03/22/2016 09:21:27
0,,1,5001719,Bellissimo,4BHK,0,0,30897.8723,18.98719406,72.82820129,tigerprop,Mumbai,11/13/2013 18:07:44,sale,Apartment,mumbai south,2400,Completed,Lodha,None,None,"N.M. Joshi Marg, Mahalaxmi, Mumbai",true,Mahalaxmi,None,None,05/31/2012 18:30:00,,None,50047,None,0,03/22/2016 09:21:27
0,,1,5001722,Bellissimo,4BHK,0,0,30897.8723,18.98719406,72.82820129,tigerprop,Mumbai,11/13/2013 18:07:44,sale,Apartment,mumbai south,3000,Completed,Lodha,None,None,"N.M. Joshi Marg, Mahalaxmi, Mumbai",true,Mahalaxmi,None,None,05/31/2012 18:30:00,,None,50047,None,0,03/22/2016 09:21:27
0,,1,5066787,Bellissimo,4BHK,0,0,30897.8723,18.98719406,72.82820129,tigerprop,Mumbai,11/13/2013 18:07:44,sale,Apartment,mumbai south,3200,Completed,Lodha,None,None,"N.M. Joshi Marg, Mahalaxmi, Mumbai",true,Mahalaxmi,None,None,05/31/2012 18:30:00,,None,50047,None,0,03/22/2016 09:21:27
0,,1,5001702,Grandeur,3BHK,0,0,25081.8174,19.01144028,72.83297729,tigerprop,Mumbai,11/13/2013 18:07:44,sale,Apartment,mumbai south,2187,Completed,Lodha,None,None,"Dadar West, Mumbai",true,Dadar West,None,None,03/31/2012 18:30:00,,None,50043,None,0,03/22/2016 09:21:27
0,,1,5001703,Grandeur,4BHK,0,0,25081.8174,19.01144028,72.83297729,tigerprop,Mumbai,11/13/2013 18:07:44,sale,Apartment,mumbai south,3150,Completed,Lodha,None,None,"Dadar West, Mumbai",true,Dadar West,None,None,03/31/2012 18:30:00,,None,50043,None,0,03/22/2016 09:21:27
0,,1,5265934,Gardenia,3BHK,0,0,34402.6796,19.02339554,72.85308075,tigerprop,Mumbai,02/27/2015 12:32:45,sale,Apartment,central mumbai,1800,Completed,Mittal Builders,None,None,"Matunga,  Mumbai",true,Matunga,None,None,03/31/2011 18:30:00,,None,50357,None,0,03/22/2016 09:21:27
0,,1,5211776,Aumkaar,3BHK,0,0,14383.2573,19.05358696,72.89806366,tigerprop,Mumbai,05/27/2014 04:47:01,sale,Apartment,mumbai harbour,0,Completed,Tridhaatu,None,None,"7th Road, Sanduwadi, Opp. Sandu Brother, Chembur East, Mumbai",true,Chembur,None,None,11/30/2015 18:30:00,,None,50033,None,1185,03/22/2016 09:21:27
0,,1,5081776,Aumkaar,3BHK,0,0,14383.2573,19.05358696,72.89806366,tigerprop,Mumbai,11/13/2013 18:07:44,sale,Apartment,mumbai harbour,0,Completed,Tridhaatu,None,None,"7th Road, Sanduwadi, Opp. Sandu Brother, Chembur East, Mumbai",true,Chembur,None,None,11/30/2015 18:30:00,,None,50033,None,1140,03/22/2016 09:21:27
0,,1,5272842,Aumkaar,3BHK,0,0,14383.2573,19.05358696,72.89806366,tigerprop,Mumbai,04/04/2015 10:32:11,sale,Apartment,mumbai harbour,0,Completed,Tridhaatu,None,None,"7th Road, Sanduwadi, Opp. Sandu Brother, Chembur East, Mumbai",true,Chembur,None,None,11/30/2015 18:30:00,,None,50033,None,1017,03/22/2016 09:21:27
0,,1,5078535,Serene,3BHK,0,0,29070.2775,19.02065659,72.84929657,tigerprop,Mumbai,11/13/2013 18:07:44,sale,Apartment,mumbai south,0,Under Construction,Pashmina,None,None,"Khareghat Road, Hindu Colony, Dadar East, Mumbai",true,Dadar East,None,None,04/30/2016 18:30:00,,None,50044,None,1061,05/16/2016 23:50:48
0,,1,5078536,Serene,3BHK,0,0,29070.2775,19.02065659,72.84929657,tigerprop,Mumbai,11/13/2013 18:07:44,sale,Apartment,mumbai south,0,Under Construction,Pashmina,None,None,"Khareghat Road, Hindu Colony, Dadar East, Mumbai",true,Dadar East,None,None,04/30/2016 18:30:00,,None,50044,None,1085,05/16/2016 23:50:48
0,,1,5063269,Ekta Iris,3BHK,0,0,46398.3973,19.06677055,72.83276367,tigerprop,Mumbai,11/13/2013 18:07:44,sale,Apartment,worli to andheri,0,Under Construction,ekta world,None,None,"14th Road, Bandra West, Mumbai",true,Bandra West,None,None,01/31/2016 18:30:00,,None,50326,None,1620,03/22/2016 09:21:27
0,,1,5066001,Signature,4BHK,0,0,14383.2573,19.04833603,72.90591431,tigerprop,Mumbai,11/13/2013 18:07:44,sale,Apartment,mumbai harbour,3500,Completed,Supreme Universal,None,None,"33, Union, Near R.K Studio, Sion, Tronbay Road, Chembur, Mumbai",true,Chembur,None,None,01/31/2014 18:30:00,,None,50033,None,0,03/22/2016 09:21:27
0,,1,5022369,The Great Eastern Gardens,3BHK,0,0,11092.8336,19.1339817,72.93009186,tigerprop,Mumbai,11/13/2013 18:07:44,sale,Apartment,central mumbai,1946,Completed,mahindra lifespace developers limited,None,None,"Kanjurmarg, Mumbai",true,Kanjurmarg,None,None,11/30/2014 18:30:00,,None,50013,None,0,03/22/2016 09:21:27
0,,1,5328977,The Great Eastern Gardens,3BHK,0,0,11092.8336,19.1339817,72.93009186,tigerprop,Mumbai,11/30/2015 09:39:02,sale,Apartment,central mumbai,1957,Completed,mahindra lifespace developers limited,None,None,"Kanjurmarg, Mumbai",true,Kanjurmarg,None,None,11/30/2014 18:30:00,,None,50013,None,0,03/22/2016 09:21:27
0,,1,5328978,The Great Eastern Gardens,4BHK,0,0,11092.8336,19.1339817,72.93009186,tigerprop,Mumbai,11/30/2015 09:39:02,sale,Apartment,central mumbai,2481,Completed,mahindra lifespace developers limited,None,None,"Kanjurmarg, Mumbai",true,Kanjurmarg,None,None,11/30/2014 18:30:00,,None,50013,None,0,03/22/2016 09:21:27
0,,1,5226079,Garden Enclave,1BHK,0,0,11600.3312,19.10368156,72.92684937,tigerprop,Mumbai,07/26/2014 05:35:53,sale,Apartment,central mumbai,528,Completed,godrej properties,None,None,"A-3, Vikhroli Village Rd, Pirojshanagar, Vikhroli East Mumbai",true,Vikhroli,None,None,08/31/2007 18:30:00,,None,50017,None,0,03/22/2016 09:21:27
0,,1,5226080,Garden Enclave,2BHK,0,0,11600.3312,19.10368156,72.92684937,tigerprop,Mumbai,07/26/2014 05:35:53,sale,Apartment,central mumbai,975,Completed,godrej properties,None,None,"A-3, Vikhroli Village Rd, Pirojshanagar, Vikhroli East Mumbai",true,Vikhroli,None,None,08/31/2007 18:30:00,,None,50017,None,0,03/22/2016 09:21:27
0,,1,5226081,Garden Enclave,3BHK,0,0,11600.3312,19.10368156,72.92684937,tigerprop,Mumbai,07/26/2014 05:35:53,sale,Apartment,central mumbai,1410,Completed,godrej properties,None,None,"A-3, Vikhroli Village Rd, Pirojshanagar, Vikhroli East Mumbai",true,Vikhroli,None,None,08/31/2007 18:30:00,,None,50017,None,0,03/22/2016 09:21:27
1,,1,5001587,Imperia,2BHK,17999334.0,0,12182.6927,19.1478405,72.93437195,tigerprop,Mumbai,11/13/2013 18:07:44,sale,Apartment,central mumbai,1233,Completed,Lodha,None,None,"Bhandup, Mumbai.",false,Bhandup West,None,None,04/30/2012 18:30:00,,None,50009,None,0,03/22/2016 09:21:27
0,,1,5001588,Imperia,3BHK,0,0,12182.6927,19.1478405,72.93437195,tigerprop,Mumbai,11/13/2013 18:07:44,sale,Apartment,central mumbai,1557,Completed,Lodha,None,None,"Bhandup, Mumbai.",true,Bhandup West,None,None,04/30/2012 18:30:00,,None,50009,None,0,03/22/2016 09:21:27
1,,1,5001589,Imperia,3BHK,27498537.0,0,12182.6927,19.1478405,72.93437195,tigerprop,Mumbai,11/13/2013 18:07:44,sale,Apartment,central mumbai,1683,Completed,Lodha,None,None,"Bhandup, Mumbai.",false,Bhandup West,None,None,04/30/2012 18:30:00,,None,50009,None,0,03/22/2016 09:21:27
0,,1,5001594,Sky,3BHK,0,0,30364.2114,19.00847626,72.83326721,tigerprop,Mumbai,11/13/2013 18:07:44,sale,Apartment,mumbai south,2900,Completed,indiabulls,None,None,"Senapati Bapat Marg, Near Lower Parel, Mumbai",true,Lower Parel,None,None,05/31/2015 18:30:00,,None,50039,None,0,03/22/2016 09:21:27
1,,1,5324365,Sky,3BHK,89012000.0,0,30364.2114,19.00847626,72.83326721,tigerprop,Mumbai,11/10/2015 10:36:58,sale,Apartment,mumbai south,3080,Completed,indiabulls,None,None,"Senapati Bapat Marg, Near Lower Parel, Mumbai",false,Lower Parel,None,None,05/31/2015 18:30:00,,None,50039,None,0,03/22/2016 09:21:27
1,,1,5001595,Sky,3BHK,106930000.0,0,30364.2114,19.00847626,72.83326721,tigerprop,Mumbai,11/13/2013 18:07:44,sale,Apartment,mumbai south,3700,Completed,indiabulls,None,None,"Senapati Bapat Marg, Near Lower Parel, Mumbai",false,Lower Parel,None,None,05/31/2015 18:30:00,,None,50039,None,0,03/22/2016 09:21:27
0,,1,5001596,Sky,5BHK,0,0,30364.2114,19.00847626,72.83326721,tigerprop,Mumbai,11/13/2013 18:07:44,sale,Apartment,mumbai south,5900,Completed,indiabulls,None,None,"Senapati Bapat Marg, Near Lower Parel, Mumbai",true,Lower Parel,None,None,05/31/2015 18:30:00,,None,50039,None,0,03/22/2016 09:21:27
1,,1,5001597,Sky,5BHK,187850000.0,0,30364.2114,19.00847626,72.83326721,tigerprop,Mumbai,11/13/2013 18:07:44,sale,Apartment,mumbai south,6500,Completed,indiabulls,None,None,"Senapati Bapat Marg, Near Lower Parel, Mumbai",false,Lower Parel,None,None,05/31/2015 18:30:00,,None,50039,None,0,03/22/2016 09:21:27
0,,1,5060223,Sky,6BHK,0,0,30364.2114,19.00847626,72.83326721,tigerprop,Mumbai,11/13/2013 18:07:44,sale,Apartment,mumbai south,6000,Completed,indiabulls,None,None,"Senapati Bapat Marg, Near Lower Parel, Mumbai",true,Lower Parel,None,None,05/31/2015 18:30:00,,None,50039,None,0,03/22/2016 09:21:27
1,,1,5324366,Sky,6BHK,195075000.0,0,30364.2114,19.00847626,72.83326721,tigerprop,Mumbai,11/10/2015 10:36:58,sale,Apartment,mumbai south,6750,Completed,indiabulls,None,None,"Senapati Bapat Marg, Near Lower Parel, Mumbai",false,Lower Parel,None,None,05/31/2015 18:30:00,,None,50039,None,0,03/22/2016 09:21:27
1,,1,5001725,Primero,2BHK,52499304.0,0,30897.8723,18.98710442,72.8290863,tigerprop,Mumbai,11/13/2013 18:07:44,sale,Apartment,mumbai south,1287,Completed,Lodha,None,None,"Mahalaxmi, Mumbai",false,Mahalaxmi,None,None,11/30/2014 18:30:00,,None,50047,None,0,03/22/2016 09:21:27
0,,1,5001726,Primero,2BHK,0,0,30897.8723,18.98710442,72.8290863,tigerprop,Mumbai,11/13/2013 18:07:44,sale,Apartment,mumbai south,1305,Completed,Lodha,None,None,"Mahalaxmi, Mumbai",true,Mahalaxmi,None,None,11/30/2014 18:30:00,,None,50047,None,0,03/22/2016 09:21:27
0,,1,5001727,Primero,2BHK,0,0,30897.8723,18.98710442,72.8290863,tigerprop,Mumbai,11/13/2013 18:07:44,sale,Apartment,mumbai south,1332,Completed,Lodha,None,None,"Mahalaxmi, Mumbai",true,Mahalaxmi,None,None,11/30/2014 18:30:00,,None,50047,None,0,03/22/2016 09:21:27
0,,1,5324803,Primero,2BHK,0,0,30897.8723,18.98710442,72.8290863,tigerprop,Mumbai,11/16/2015 07:48:29,sale,Apartment,mumbai south,1413,Completed,Lodha,None,None,"Mahalaxmi, Mumbai",true,Mahalaxmi,None,None,11/30/2014 18:30:00,,None,50047,None,883,03/22/2016 09:21:27
0,,1,5302186,Primero,2BHK,0,0,30897.8723,18.98710442,72.8290863,tigerprop,Mumbai,08/14/2015 06:23:45,sale,Apartment,mumbai south,1467,Completed,Lodha,None,None,"Mahalaxmi, Mumbai",true,Mahalaxmi,None,None,11/30/2014 18:30:00,,None,50047,None,0,03/22/2016 09:21:27
0,,1,5001728,Primero,3BHK,0,0,30897.8723,18.98710442,72.8290863,tigerprop,Mumbai,11/13/2013 18:07:44,sale,Apartment,mumbai south,1701,Completed,Lodha,None,None,"Mahalaxmi, Mumbai",true,Mahalaxmi,None,None,11/30/2014 18:30:00,,None,50047,None,0,03/22/2016 09:21:27
0,,1,5001729,Primero,3BHK,0,0,30897.8723,18.98710442,72.8290863,tigerprop,Mumbai,11/13/2013 18:07:44,sale,Apartment,mumbai south,1728,Completed,Lodha,None,None,"Mahalaxmi, Mumbai",true,Mahalaxmi,None,None,11/30/2014 18:30:00,,None,50047,None,0,03/22/2016 09:21:27
0,,1,5001730,Primero,3BHK,0,0,30897.8723,18.98710442,72.8290863,tigerprop,Mumbai,11/13/2013 18:07:44,sale,Apartment,mumbai south,1756,Completed,Lodha,None,None,"Mahalaxmi, Mumbai",true,Mahalaxmi,None,None,11/30/2014 18:30:00,,None,50047,None,0,03/22/2016 09:21:27
0,,1,5001731,Primero,3BHK,0,0,30897.8723,18.98710442,72.8290863,tigerprop,Mumbai,11/13/2013 18:07:44,sale,Apartment,mumbai south,1773,Completed,Lodha,None,None,"Mahalaxmi, Mumbai",true,Mahalaxmi,None,None,11/30/2014 18:30:00,,None,50047,None,0,03/22/2016 09:21:27
0,,1,5001732,Primero,3BHK,0,0,30897.8723,18.98710442,72.8290863,tigerprop,Mumbai,11/13/2013 18:07:44,sale,Apartment,mumbai south,1791,Completed,Lodha,None,None,"Mahalaxmi, Mumbai",true,Mahalaxmi,None,None,11/30/2014 18:30:00,,None,50047,None,0,03/22/2016 09:21:27
0,,1,5001733,Primero,3BHK,0,0,30897.8723,18.98710442,72.8290863,tigerprop,Mumbai,11/13/2013 18:07:44,sale,Apartment,mumbai south,1818,Completed,Lodha,None,None,"Mahalaxmi, Mumbai",true,Mahalaxmi,None,None,11/30/2014 18:30:00,,None,50047,None,0,03/22/2016 09:21:27
0,,1,5324804,Primero,3BHK,0,0,30897.8723,18.98710442,72.8290863,tigerprop,Mumbai,11/16/2015 07:48:29,sale,Apartment,mumbai south,1953,Completed,Lodha,None,None,"Mahalaxmi, Mumbai",true,Mahalaxmi,None,None,11/30/2014 18:30:00,,None,50047,None,1217,03/22/2016 09:21:27
0,,1,5302187,Primero,3BHK,0,0,30897.8723,18.98710442,72.8290863,tigerprop,Mumbai,08/14/2015 06:23:45,sale,Apartment,mumbai south,2007,Completed,Lodha,None,None,"Mahalaxmi, Mumbai",true,Mahalaxmi,None,None,11/30/2014 18:30:00,,None,50047,None,0,03/22/2016 09:21:27
0,,1,5019156,Bayview,3BHK,0,0,44489.3195,19.0150795,72.81750488,tigerprop,Mumbai,11/13/2013 18:07:44,sale,Apartment,mumbai south,2650,Completed,godrej properties,None,None,"Khan Abdul Gafar Road, Mumbai",true,Worli,None,None,06/29/2010 18:30:00,,None,50046,None,0,03/22/2016 09:21:27
0,,1,5019155,Bayview,4BHK,0,0,44489.3195,19.0150795,72.81750488,tigerprop,Mumbai,11/13/2013 18:07:44,sale,Apartment,mumbai south,0,Completed,godrej properties,None,None,"Khan Abdul Gafar Road, Mumbai",true,Worli,None,None,06/29/2010 18:30:00,,None,50046,None,0,03/22/2016 09:21:27
0,,1,5062963,Boulevard,3BHK,0,0,40846.6886,19.07700348,72.83478546,tigerprop,Mumbai,11/13/2013 18:07:44,sale,Apartment,worli to andheri,0,Completed,Mayfair Housing,None,None,Santacruz West Mumbai.,true,Santacruz West,None,None,09/30/2014 18:30:00,,None,50327,None,1140,06/09/2016 00:09:13
0,,1,5063199,Boulevard,4BHK,0,0,40846.6886,19.07700348,72.83478546,tigerprop,Mumbai,11/13/2013 18:07:44,sale,Apartment,worli to andheri,0,Completed,Mayfair Housing,None,None,Santacruz West Mumbai.,true,Santacruz West,None,None,09/30/2014 18:30:00,,None,50327,None,1588,03/22/2016 09:21:27
0,,1,5229862,Kohinoor,4BHK,0,0,None,18.95687294,72.80771637,tigerprop,Mumbai,08/18/2014 06:09:15,sale,Apartment,mumbai south,0,Completed,Lokhandwala Infrastructure,None,None,"Dadysheth Lane, Near Babulnath Temple and Chowpatti Beach, Mumbai",true,Babulnath Road,None,None,08/31/2008 18:30:00,,None,51135,None,0,03/22/2016 09:21:27
0,,1,5015043,Woods,2BHK,0,0,15113.2195,19.16966629,72.86525726,tigerprop,Mumbai,11/13/2013 18:07:44,sale,Apartment,andheri to dahisar,0,Completed,oberoi realty,None,None,"Goregaon, Mumbai",true,Goregaon East,None,None,12/30/2009 18:30:00,,None,51725,None,0,03/22/2016 09:21:27
0,,1,5092231,The Grand,2BHK,0,0,14383.2573,19.05902863,72.90127563,tigerprop,Mumbai,11/13/2013 18:07:44,sale,Apartment,mumbai harbour,0,Under Construction,Tridhaatu,None,None,"16th Road, Opp.Chembur Gymkhana, Chembur(E), Mumbai",true,Chembur,None,None,05/31/2016 18:30:00,,None,50033,None,896,03/22/2016 09:21:27
0,,1,5264259,The Grand,3BHK,0,0,14383.2573,19.05902863,72.90127563,tigerprop,Mumbai,02/19/2015 10:09:46,sale,Apartment,mumbai harbour,0,Under Construction,Tridhaatu,None,None,"16th Road, Opp.Chembur Gymkhana, Chembur(E), Mumbai",true,Chembur,None,None,05/31/2016 18:30:00,,None,50033,None,1257,03/22/2016 09:21:27
0,,1,5291285,The Grand,4BHK,0,0,14383.2573,19.05902863,72.90127563,tigerprop,Mumbai,07/04/2015 11:30:06,sale,Apartment,mumbai harbour,0,Under Construction,Tridhaatu,None,None,"16th Road, Opp.Chembur Gymkhana, Chembur(E), Mumbai",true,Chembur,None,None,05/31/2016 18:30:00,,None,50033,None,1674,03/22/2016 09:21:27
0,,1,5213219,The Grand,4BHK,0,0,14383.2573,19.05902863,72.90127563,tigerprop,Mumbai,06/02/2014 06:49:11,sale,Apartment,mumbai harbour,0,Under Construction,Tridhaatu,None,None,"16th Road, Opp.Chembur Gymkhana, Chembur(E), Mumbai",true,Chembur,None,None,05/31/2016 18:30:00,,None,50033,None,1800,03/22/2016 09:21:27
0,,1,5264271,The Grand,5BHK,0,0,14383.2573,19.05902863,72.90127563,tigerprop,Mumbai,02/19/2015 10:35:43,sale,Apartment,mumbai harbour,0,Under Construction,Tridhaatu,None,None,"16th Road, Opp.Chembur Gymkhana, Chembur(E), Mumbai",true,Chembur,None,None,05/31/2016 18:30:00,,None,50033,None,2400,03/22/2016 09:21:27
0,,1,5088844,Kyoto,4BHK,0,0,40846.6886,19.08013916,72.83608246,tigerprop,Mumbai,11/13/2013 18:07:44,sale,Apartment,worli to andheri,0,Completed,parinee,None,None,"39 Tagore Road, Santacruz West, Mumbai",true,Santacruz West,None,None,04/30/2015 18:30:00,,None,50327,None,1510,05/16/2016 05:38:42
0,,1,5054376,Kyoto,4BHK,0,0,40846.6886,19.08013916,72.83608246,tigerprop,Mumbai,11/13/2013 18:07:44,sale,Apartment,worli to andheri,0,Completed,parinee,None,None,"39 Tagore Road, Santacruz West, Mumbai",true,Santacruz West,None,None,04/30/2015 18:30:00,,None,50327,None,1381,05/16/2016 05:38:42
0,,1,5088847,Kyoto,5BHK,0,0,40846.6886,19.08013916,72.83608246,tigerprop,Mumbai,11/13/2013 18:07:44,sale,Apartment,worli to andheri,0,Completed,parinee,None,None,"39 Tagore Road, Santacruz West, Mumbai",true,Santacruz West,None,None,04/30/2015 18:30:00,,None,50327,None,3040,05/16/2016 05:38:42
0,,1,5198392,Epitome,4BHK,0,0,14383.2573,19.04620361,72.90454865,tigerprop,Mumbai,04/02/2014 09:49:38,sale,Apartment,mumbai harbour,2740,Completed,Supreme Universal,None,None,"Dr, C.G Marg, Opp. HDFC Bank, Chembur, Mumbai",true,Chembur,None,None,03/31/2016 18:30:00,,None,50033,None,1604,05/26/2016 06:34:23
0,,1,5160171,Epitome,4BHK,0,0,14383.2573,19.04620361,72.90454865,tigerprop,Mumbai,11/15/2013 09:09:26,sale,Apartment,mumbai harbour,2771,Completed,Supreme Universal,None,None,"Dr, C.G Marg, Opp. HDFC Bank, Chembur, Mumbai",true,Chembur,None,None,03/31/2016 18:30:00,,None,50033,None,1630,05/26/2016 06:34:23
0,,1,5160172,Epitome,5BHK,0,0,14383.2573,19.04620361,72.90454865,tigerprop,Mumbai,11/15/2013 09:09:26,sale,Apartment,mumbai harbour,5620,Completed,Supreme Universal,None,None,"Dr, C.G Marg, Opp. HDFC Bank, Chembur, Mumbai",true,Chembur,None,None,03/31/2016 18:30:00,,None,50033,None,3305,05/26/2016 06:34:23
