city,listing_id,listing_date,property_subtype,sqft,locality,configtype,platform,Selling_Price,txn_type,property_type,listing_by,Building_Name
Mumbai,4546949,05/23/2016,Commercial: Showrooms/Shops,445,Ambernath West,,Sulekha,3600000.0,Sale,Commercial,R S Enterprises,
Mumbai,4079322,06/03/2016,Apartments / Flats,892,Vikhroli West,2 BHK,Sulekha,25600000.0,Sale,Residential,Green Concept,The Trees
Mumbai,4138867,06/30/2016,Apartments / Flats,835,Badlapur East,2 BHK,Sulekha,2380000.0,Sale,Residential,Arihant Enterprises,
Mumbai,4649383,06/29/2016,Apartments / Flats,1071,Dombivali East,2 BHK,Sulekha,5900000.0,Sale,Residential,Dgm Property Solutions Pvt Ltd,Lodha Lakeshore Greens
Mumbai,4586245,06/04/2016,Apartments / Flats,666,Goregaon West,2 BHK,Sulekha,16700000.0,Sale,Residential,Sanjay Padwal,
Mumbai,4595729,06/08/2016,Apartments / Flats,460,Nalasopara West,1 BHK,Sulekha,1850000.0,Sale,Residential,Nishantkumar,Poonam Pallazo
Mumbai,4610861,06/24/2016,Apartments / Flats,900,Mira Road,2 BHK,Sulekha,4250000.0,Sale,Residential,Ajay Varma,Oyster Living Foresta
Mumbai,4646999,06/23/2016,Apartments / Flats,560,Badlapur West,1 BHK,Sulekha,1529000.0,Sale,Residential,Shagun Enterprises,Ganpati Residency
Mumbai,4579943,06/02/2016,Apartments / Flats,1287,Dombivali East,3 BHK,Sulekha,7459999.999999999,Sale,Residential,Aarde Technosoft Pvt Ltd,Lodha Palava Lakeshore Greens
Mumbai,4551788,05/24/2016,Apartments / Flats,1964,Khopoli,3 BHK,Sulekha,10800000.0,Sale,Residential,Indiabulls Distribution services limited,Indiabulls Golf City
Mumbai,3789262,05/15/2016,Apartments / Flats,736,Neral,1 BHK,Sulekha,1951000.0000000002,Sale,Residential,Vision Properties,Ravira Green Homes
Mumbai,4283168,06/09/2016,Apartments / Flats,640,Badlapur West,1 BHK,Sulekha,1920000.0,Sale,Residential,Mr Rakesh and Mr Chander,
Mumbai,4210295,05/29/2016,Apartments / Flats,873,Badlapur East,2 BHK,Sulekha,3472000.0,Sale,Residential,Poddar Developers Ltd.,
Mumbai,4030050,05/11/2016,Apartments / Flats,555,Nalasopara West,1 BHK,Sulekha,2054000.0,Sale,Residential,Vidhya Pravin Sankpal,
Mumbai,4143096,07/02/2016,Apartments / Flats,1100,Chembur East,2 BHK,Sulekha,15400000.0,Sale,Residential,Mr Manish Haryani,
Mumbai,4008221,06/02/2016,Apartments / Flats,1055,Ambernath West,2 BHK,Sulekha,3322999.9999999995,Sale,Residential,Laxmi Kamal Associates,Laxmi Kamal Shankar Heights Phase II
Mumbai,4597584,06/08/2016,Apartments / Flats,435,Dombivali East,1 BHK,Sulekha,1572000.0,Sale,Residential,Hema sawant,
Mumbai,3998563,06/18/2016,Apartments / Flats,710,Dombivali West,1 BHK,Sulekha,4700000.0,Sale,Residential,Bhoomi Associates,
Mumbai,4200364,06/15/2016,Apartments / Flats,900,Dombivali West,2 BHK,Sulekha,,Sale,Residential,Rajesh Nayak,
Mumbai,4426646,06/13/2016,Apartments / Flats,640,Thane,2 BHK,Sulekha,11500000.0,Sale,Residential,Amit Vaswani,Runwal Pearl
Mumbai,4437286,06/17/2016,Apartments / Flats,850,Nalasopara West,2 BHK,Sulekha,2975000.0,Sale,Residential,VIJAY REALTY,Glorious Lifestyle
Mumbai,4403040,06/30/2016,Apartments / Flats,690,Bhandup West,1 BHK,Sulekha,6693000.000000001,Sale,Residential,Samir Chheda,Kamla Horizon
Mumbai,4197975,05/27/2016,Apartments / Flats,662,Dahisar East,1 BHK,Sulekha,5826000.0,Sale,Residential,Trident Realtors,
Mumbai,4500699,05/08/2016,Apartments / Flats,909,Dombivali East,2 BHK,Sulekha,4400000.0,Sale,Residential,vikash kumar jha,
Mumbai,4006908,06/12/2016,Apartments / Flats,645,Virar West,1 BHK,Sulekha,2410000.0,Sale,Residential,MansukhGada,Marble Arch
Mumbai,4402720,06/05/2016,Apartments / Flats,350,Nalasopara East,1 RK,Sulekha,998000.0,Sale,Residential,Dinesh,reliable
Mumbai,4200202,05/28/2016,Apartments / Flats,900,Dombivali East,2 BHK,Sulekha,4666000.0,Sale,Residential,Relation Group,Lodha Palava City
Mumbai,4049378,05/26/2016,Apartments / Flats,590,Nalasopara West,1 BHK,Sulekha,2242000.0,Sale,Residential,ajay,Orange Heights
Mumbai,4365115,05/23/2016,Apartments / Flats,720,Thane,1 BHK,Sulekha,5800000.0,Sale,Residential,Rakesh Singh,
Mumbai,4426360,06/13/2016,Apartments / Flats,1233,Andheri East,2 BHK,Sulekha,15900000.0,Sale,Residential,V K Realty,
Mumbai,4527346,05/30/2016,Apartments / Flats,350,Virar East,1 RK,Sulekha,1562000.0,Sale,Residential,Swapnil Mohite,
Mumbai,4599980,06/09/2016,Apartments / Flats,580,Vangani,1 BHK,Sulekha,1449000.0,Sale,Residential,Swaraj Properties,Sai Shristi
Mumbai,4538781,06/21/2016,Apartments / Flats,650,Bandra West,1 BHK,Sulekha,25000000.0,Sale,Residential,Golden Homes,
Mumbai,4128995,06/26/2016,Apartments / Flats,730,Andheri East,2 BHK,Sulekha,21000000.0,Sale,Residential,Jona Realty Pvt. Ltd.,
Mumbai,4124432,06/22/2016,Apartments / Flats,623,Badlapur East,1 BHK,Sulekha,1942000.0000000002,Sale,Residential,PRAVIN WAGH,Hrieday
Mumbai,4255706,05/12/2016,Apartments / Flats,525,Dombivali East,1 BHK,Sulekha,1916000.0,Sale,Residential,Vedant Group of Property,Vedant Group of Property
Mumbai,4103351,05/29/2016,Apartments / Flats,420,Chembur East,1 BHK,Sulekha,8750000.0,Sale,Residential,Paras Bhojwani - Xtreme Properties,
Mumbai,4536801,05/19/2016,Apartments / Flats,425,Nalasopara East,1 RK,Sulekha,2125000.0,Sale,Residential,evergreen enterprises,
Mumbai,4597657,06/08/2016,Apartments / Flats,615,Vasind,1 BHK,Sulekha,1753000.0,Sale,Residential,Shaurya property solutions,Vardhaman Vatika
Mumbai,4173071,05/17/2016,Apartments / Flats,1020,Kandivali East,2 BHK,Sulekha,13000000.0,Sale,Residential,Sapphire Globe,
Mumbai,4378698,06/28/2016,Apartments / Flats,700,Badlapur East,1 BHK,Sulekha,2380000.0,Sale,Residential,Sudhir Ghorpade,Shreejee
Mumbai,4676871,07/01/2016,Apartments / Flats,500,Chembur East,1 BHK,Sulekha,12800000.0,Sale,Residential,Wadhwani,
Mumbai,3801128,05/25/2016,Apartments / Flats,485,Badlapur East,1 RK,Sulekha,1358000.0,Sale,Residential,Sarvopari Sahara,Satyam Sheela
Mumbai,4315270,05/08/2016,Apartments / Flats,701,Ambernath West,1 BHK,Sulekha,2103000.0,Sale,Residential,Amit Sidhani,Tharwani Meghna Mountana
Mumbai,3868374,06/30/2016,Apartments / Flats,690,Neral,1 BHK,Sulekha,1760000.0000000002,Sale,Residential,Vardhaman Group of Companies,
Mumbai,4323243,05/11/2016,Apartments / Flats,1530,Thane,3 BHK,Sulekha,17700000.0,Sale,Residential,Deepak M,hiranandani meadows
Mumbai,4386961,05/30/2016,Commercial: Office Space,850,Ghatkopar East,,Sulekha,12800000.0,Sale,Commercial,Novaspace Reality Pvt Ltd,
Mumbai,4393384,06/02/2016,Apartments / Flats,1080,Andheri East,2 BHK,Sulekha,15000000.0,Sale,Residential,Hillsboro Realty,
Mumbai,4267728,06/19/2016,Apartments / Flats,1490,Malad West,3 BHK,Sulekha,26000000.0,Sale,Residential,Pentacle Best Properties,
Mumbai,4544769,05/21/2016,Apartments / Flats,620,Kandivali West,1 BHK,Sulekha,13000000.0,Sale,Residential,Rohit,
Mumbai,4221364,06/02/2016,Apartments / Flats,2660,Ghatkoparwest,4 BHK,Sulekha,50000000.0,Sale,Residential,Manmeet,
Mumbai,4603883,06/10/2016,Apartments / Flats,1835,Andheri East,3 BHK,Sulekha,31300000.0,Sale,Residential,Milan kamdar,Sparsh
Mumbai,4552526,05/24/2016,Apartments / Flats,962,Kandivali East,2 BHK,Sulekha,11500000.0,Sale,Residential,aura business group,Acme Oasis
Mumbai,4475015,06/28/2016,Apartments / Flats,693,Mira Road,1 BHK,Sulekha,4290000.0,Sale,Residential,kanchan homes,JP North Estella
Mumbai,4290911,06/27/2016,Apartments / Flats,1390,Andheri East,2 BHK,Sulekha,18500000.0,Sale,Residential,Hill Crest JV,Atul Hill Crest
Mumbai,4206938,05/29/2016,Apartments / Flats,470,Kalyan East,1 RK,Sulekha,1222000.0,Sale,Residential,Ambience developers,Ambience Sky Phase II
Mumbai,3793716,06/17/2016,Apartments / Flats,955,Ambernath East,2 BHK,Sulekha,2913000.0,Sale,Residential,TL SHUKLA,Landscape Heights
Mumbai,4006880,05/28/2016,Apartments / Flats,650,Virar West,1 BHK,Sulekha,2429000.0,Sale,Residential,Mansukh Gada,Regalia
Mumbai,4404976,06/06/2016,Apartments / Flats,660,Nalasopara West,1 BHK,Sulekha,2100000.0,Sale,Residential,Suman,Alivya Hights
Mumbai,3939635,06/01/2016,Apartments / Flats,915,Virar West,2 BHK,Sulekha,3779999.9999999995,Sale,Residential,Darshan Ghadge,
Mumbai,4436369,06/16/2016,Apartments / Flats,640,Dombivali East,1 BHK,Sulekha,4500000.0,Sale,Residential,vikash kumar jha,Golflink Palava
Mumbai,4570860,05/30/2016,Apartments / Flats,525,Virar West,1 BHK,Sulekha,2000000.0,Sale,Residential,Property Link,
Mumbai,4218454,06/09/2016,Apartments / Flats,350,Virar East,1 RK,Sulekha,1500000.0,Sale,Residential,SN Properties,Sushila Apartment
Mumbai,4040005,06/09/2016,Apartments / Flats,1089,Dombivali East,2 BHK,Sulekha,5900000.0,Sale,Residential,K Homes Estate Agency,Lodha Codename Epic
Mumbai,4318524,05/09/2016,Apartments / Flats,670,Badlapur West,1 BHK,Sulekha,1909000.0,Sale,Residential,Shubh Enterprises,Arham Vatika
Mumbai,4541875,05/20/2016,Apartments / Flats,900,Ghatkopar East,2 BHK,Sulekha,17000000.0,Sale,Residential,Ankoor Estate Agency,
Mumbai,4247729,06/12/2016,Apartments / Flats,855,Dombivali East,2 BHK,Sulekha,3890000.0,Sale,Residential,DT Homes,My City Codename Walk
Mumbai,4068586,05/30/2016,Apartments / Flats,1054,Chembur East,2 BHK,Sulekha,14200000.0,Sale,Residential,EK OM Real Estate Consultants,Spenta Alta Vista
Mumbai,4288247,06/26/2016,Apartments / Flats,610,Chandivali,1 BHK,Sulekha,15000000.0,Sale,Residential,Shree Gurudev Properties,
Mumbai,4267727,06/19/2016,Apartments / Flats,1790,Malad West,3 BHK,Sulekha,26000000.0,Sale,Residential,Pentacle Best Properties,
Mumbai,4619174,06/17/2016,Commercial: Office Space,533,Vikhroli West,,Sulekha,7462000.0,Sale,Commercial,Mr Gurdeep Singh,
Mumbai,4587443,06/05/2016,Apartments / Flats,963,Kandivali West,2 BHK,Sulekha,13400000.0,Sale,Residential,Rohit,
Mumbai,4464287,06/24/2016,Apartments / Flats,1150,Jogeshwari East,2 BHK,Sulekha,15500000.0,Sale,Residential,Hillsboro Realty,Acme Boulevard
Mumbai,4575883,06/01/2016,Apartments / Flats,1925,Andheri East,3 BHK,Sulekha,32900000.0,Sale,Residential,Milan kamdar,Sparsh
Mumbai,4648831,06/23/2016,Apartments / Flats,693,Mira Road,1 BHK,Sulekha,4297000.0,Sale,Residential,kanchan homes,
Mumbai,4386046,05/30/2016,Commercial: Office Space,1050,Andheri East,,Sulekha,13700000.000000002,Sale,Commercial,Novaspace Reality Pvt Ltd,
Mumbai,4146504,07/04/2016,Apartments / Flats,3150,Ghatkoparwest,4 BHK,Sulekha,54500000.0,Sale,Residential,Manmeet,Wadhwa The Address
Mumbai,4255717,06/16/2016,Apartments / Flats,480,Manpada,1 RK,Sulekha,1968000.0,Sale,Residential,Vedant Group of Property,Vedant Group of Property
Mumbai,4605862,06/10/2016,Apartments / Flats,1332,Andheri East,2 BHK,Sulekha,22500000.0,Sale,Residential,Swapnil Patil,Lodha Eternis
Mumbai,4518455,05/12/2016,Commercial: Showrooms/Shops,445,Ambernath West,,Sulekha,4050000.0,Sale,Commercial,R S Enterprises,
Mumbai,4456404,06/23/2016,Apartments / Flats,825,Virar West,2 BHK,Sulekha,3200000.0,Sale,Residential,Aryan Enterprises,
Mumbai,4439975,06/17/2016,Apartments / Flats,425,Nalasopara West,1 RK,Sulekha,1870000.0,Sale,Residential,Pankaj Soni,
Mumbai,4603547,06/10/2016,Apartments / Flats,1130,Ambernath West,2 BHK,Sulekha,3390000.0,Sale,Residential,Laxmi Kamal Associates,Laxmi Kamal Shankar Heights Phase II
Mumbai,3995351,06/16/2016,Apartments / Flats,910,Dombivali East,2 BHK,Sulekha,5500000.0,Sale,Residential,Bhoomi Associates,
Mumbai,4414671,06/09/2016,Apartments / Flats,630,Kandivali West,1 BHK,Sulekha,5500000.0,Sale,Residential,Ashwani,Reputed Developer
Mumbai,4221214,06/02/2016,Apartments / Flats,1071,Tilak Nagar,2 BHK,Sulekha,15500000.0,Sale,Residential,Mr Manish Haryani,
Mumbai,4210296,05/29/2016,Apartments / Flats,1035,Badlapur East,3 BHK,Sulekha,4134000.0000000005,Sale,Residential,Poddar Developers Ltd.,
Mumbai,4520851,05/19/2016,Apartments / Flats,660,Chembur East,1 BHK,Sulekha,7590000.000000001,Sale,Residential,Aarde Technosoft Pvt Ltd,Radius Developers Central Park
Mumbai,4676766,07/01/2016,Apartments / Flats,375,Dombivali East,1 RK,Sulekha,1593000.0,Sale,Residential,Hema sawant,
Mumbai,3789263,06/08/2016,Apartments / Flats,737,Neral,1 BHK,Sulekha,1954000.0,Sale,Residential,Vision Properties,Ravira Green Homes
Mumbai,4102001,06/13/2016,Apartments / Flats,920,Mulund East,2 BHK,Sulekha,,Sale,Residential,V.R. Enterprises,
Mumbai,4079324,06/03/2016,Apartments / Flats,1044,Vikhroli West,3 BHK,Sulekha,30500000.0,Sale,Residential,Green Concept,The Trees
Mumbai,3939580,06/01/2016,Apartments / Flats,840,Virar West,2 BHK,Sulekha,3832000.0,Sale,Residential,Darshan Ghadge,
Mumbai,4452023,06/22/2016,Apartments / Flats,700,Ambernath West,1 BHK,Sulekha,2105000.0,Sale,Residential,Amit Sidhani,
Mumbai,4625156,06/16/2016,Apartments / Flats,774,Dombivali East,1 BHK,Sulekha,4500000.0,Sale,Residential,vikash kumar jha,Lodha Codename Milestone
Mumbai,4051606,05/15/2016,Apartments / Flats,787,Thane,2 BHK,Sulekha,12400000.0,Sale,Residential,Ramjapo Properties,Lodha Luxuria
Mumbai,4653759,06/24/2016,Apartments / Flats,981,Goregaon East,2 BHK,Sulekha,9320000.0,Sale,Residential,Sameer Oza,
Mumbai,4629159,06/17/2016,Apartments / Flats,1098,Dombivali East,2 BHK,Sulekha,6050000.0,Sale,Residential,K Homes Estate Agency,
Mumbai,4374412,05/26/2016,Apartments / Flats,720,Thane,1 BHK,Sulekha,5800000.0,Sale,Residential,Rakesh Singh,Lodha Big Bang
Mumbai,4291827,06/27/2016,Apartments / Flats,1280,Goregaon East,3 BHK,Sulekha,19800000.0,Sale,Residential,Nilesh,
Mumbai,4211138,05/30/2016,Apartments / Flats,418,Chembur East,1 BHK,Sulekha,8800000.0,Sale,Residential,Paras Bhojwani - Xtreme Properties,Alta Vista
Mumbai,4145331,06/16/2016,Apartments / Flats,694,Badlapur East,1 BHK,Sulekha,2430000.0,Sale,Residential,Badlapur Properties,vaidahi arc
Mumbai,4406612,06/07/2016,Apartments / Flats,1705,Thane,3 BHK,Sulekha,18000000.0,Sale,Residential,Deepak M,vasant vihar
Mumbai,4184142,05/30/2016,Apartments / Flats,571,Borivali West,2 BHK,Sulekha,13200000.0,Sale,Residential,Mr Anthony,JD project
Mumbai,4282232,05/11/2016,Apartments / Flats,1530,Goregaon West,3 BHK,Sulekha,22100000.0,Sale,Residential,U K MISHRA,Kalpataru Radiance
Mumbai,4585065,06/17/2016,Apartments / Flats,796,Kurla East,1 BHK,Sulekha,9950000.0,Sale,Residential,A.N Estate Consultancy & Marketing,Bhoomi Harmony
Mumbai,4190110,05/12/2016,Apartments / Flats,565,Naigaon East,1 BHK,Sulekha,2486000.0,Sale,Residential,Sai Priya,
Mumbai,4518560,05/12/2016,Commercial: Showrooms/Shops,335,Ambernath West,,Sulekha,4221000.0,Sale,Commercial,R S Enterprises,
Mumbai,4138870,06/30/2016,Apartments / Flats,920,Badlapur East,2 BHK,Sulekha,2440000.0,Sale,Residential,Arihant Enterprises,
Mumbai,4671346,06/30/2016,Apartments / Flats,500,Chembur East,1 BHK,Sulekha,12800000.0,Sale,Residential,Wadhwani,
Mumbai,4649384,06/29/2016,Apartments / Flats,1098,Dombivali East,2 BHK,Sulekha,6050000.0,Sale,Residential,Dgm Property Solutions Pvt Ltd,Lodha Lakeshore Greens
Mumbai,4572867,05/31/2016,Apartments / Flats,460,Nalasopara West,1 BHK,Sulekha,1850000.0,Sale,Residential,Nishantkumar,Poonam Pallazo
Mumbai,4551793,05/24/2016,Apartments / Flats,725,Santacruz East,1 BHK,Sulekha,13400000.0,Sale,Residential,Indiabulls Distribution services limited,Neminath Palace
Mumbai,4647688,06/23/2016,Apartments / Flats,525,Karjat,1 BHK,Sulekha,1549000.0,Sale,Residential,Shagun Enterprises,Wide Complex
Mumbai,4520856,05/19/2016,Apartments / Flats,815,Kandivali West,2 BHK,Sulekha,7950000.0,Sale,Residential,Aarde Technosoft Pvt Ltd,Ruparel Codename West Park
Mumbai,4656883,06/25/2016,Apartments / Flats,926,Kandivali East,2 BHK,Sulekha,11000000.0,Sale,Residential,Quick Infra,Divino
Mumbai,4210297,05/29/2016,Apartments / Flats,1075,Badlapur East,3 BHK,Sulekha,4291000.0,Sale,Residential,Poddar Developers Ltd.,
Mumbai,4008222,06/02/2016,Apartments / Flats,1090,Ambernath West,2 BHK,Sulekha,3434000.0000000005,Sale,Residential,Laxmi Kamal Associates,Laxmi Kamal Shankar Heights Phase II
Mumbai,4288097,06/26/2016,Apartments / Flats,767,Dombivali West,1 BHK,Sulekha,4200000.0,Sale,Residential,tony sherani,Lodha Pallava City
Mumbai,4597203,06/08/2016,Apartments / Flats,610,Ambernath East,1 BHK,Sulekha,1912000.0,Sale,Residential,Niraj Singh,Parshva Hills
Mumbai,4573726,06/14/2016,Apartments / Flats,400,Virar West,1 RK,Sulekha,1520000.0,Sale,Residential,SN Properties,Maadhav Apartment
Mumbai,3789264,06/08/2016,Apartments / Flats,738,Neral,1 BHK,Sulekha,1955999.9999999998,Sale,Residential,Vision Properties,Ravira Green Homes
Mumbai,4406031,06/06/2016,Apartments / Flats,533,Vasind,1 BHK,Sulekha,1600000.0,Sale,Residential,Hema sawant,VBHC Hillview Vasind
Mumbai,4573727,06/14/2016,Apartments / Flats,420,Virar West,1 RK,Sulekha,1512000.0,Sale,Residential,SN Properties,Maadhav Apartment
Mumbai,4190209,05/20/2016,Apartments / Flats,585,Naigaon East,1 BHK,Sulekha,2574000.0,Sale,Residential,Sai Priya,
Mumbai,4456071,06/23/2016,Apartments / Flats,1290,Goregaon East,2 BHK,Sulekha,20800000.0,Sale,Residential,Nilesh,omkar altamonte
Mumbai,4385403,05/30/2016,Commercial: Office Space,825,BKC,,Sulekha,13700000.000000002,Sale,Commercial,Novaspace Reality Pvt Ltd,
Mumbai,4207861,05/29/2016,Apartments / Flats,690,Chembur East,1 BHK,Sulekha,8800000.0,Sale,Residential,Paras Bhojwani - Xtreme Properties,Alta Vista Chembur
Mumbai,4627412,06/16/2016,Commercial: Office Space,533,Vikhroli West,,Sulekha,7462000.0,Sale,Commercial,Mr Gurdeep Singh,
Mumbai,4436546,06/16/2016,Apartments / Flats,693,Mira Road,1 BHK,Sulekha,4297000.0,Sale,Residential,kanchan homes,JP North Estella
Mumbai,4427376,06/13/2016,Commercial: Office Space,1000,Andheri East,,Sulekha,16000000.0,Sale,Commercial,V K Realty,
Mumbai,4566505,06/23/2016,Apartments / Flats,1960,Andheri East,3 BHK,Sulekha,33500000.0,Sale,Residential,Milan kamdar,Unique Shanti Sparsh
Mumbai,4220258,06/01/2016,Apartments / Flats,2600,Ghatkoparwest,4 BHK,Sulekha,55000000.0,Sale,Residential,Manmeet,Wadhwa The Address
Mumbai,4541058,05/20/2016,Apartments / Flats,1120,Chembur East,1 BHK,Sulekha,16000000.0,Sale,Residential,Sachin Aswani,Godrej Prime Towers
Mumbai,4560821,05/26/2016,Apartments / Flats,1050,Powai,2 BHK,Sulekha,15000000.0,Sale,Residential,Shree Gurudev Properties,
Mumbai,4146712,06/10/2016,Apartments / Flats,666,Mulund West,1 BHK,Sulekha,7326000.000000001,Sale,Residential,Sohum Estate Agency,
Mumbai,4381463,05/28/2016,Apartments / Flats,720,Thane,1 BHK,Sulekha,5800000.0,Sale,Residential,Rakesh Singh,Lodha Big Bang
Mumbai,4244144,05/13/2016,Apartments / Flats,520,Thane,1 BHK,Sulekha,4212000.0,Sale,Residential,Tony Sheran,Bhoomi Acres
Mumbai,4470955,06/17/2016,Apartments / Flats,796,Kurla East,1 BHK,Sulekha,11000000.0,Sale,Residential,A.N Estate Consultancy,
Mumbai,4133800,06/23/2016,Apartments / Flats,590,Nalasopara West,1 BHK,Sulekha,2250000.0,Sale,Residential,ajay,Reliable Height
Mumbai,4045031,05/17/2016,Apartments / Flats,645,Vangani,1 BHK,Sulekha,1451000.0,Sale,Residential,Swaraj Properties,Charms Hills
Mumbai,4243358,06/10/2016,Commercial: Office Space,1185,Goregaon East,,Sulekha,15400000.0,Sale,Commercial,Mumbai,
Mumbai,4540791,05/20/2016,Apartments / Flats,950,Mira Road,2 BHK,Sulekha,6459999.999999999,Sale,Residential,SunilThakkar,Raj Exotica
Mumbai,4506922,05/09/2016,Apartments / Flats,625,Vasind,1 BHK,Sulekha,1811000.0,Sale,Residential,shaurya property solution,Shubh Vastu
Mumbai,4382314,05/23/2016,Commercial: Showrooms/Shops,445,Ambernath West,,Sulekha,6008000.0,Sale,Commercial,R S Enterprises,
Mumbai,4469553,06/26/2016,Apartments / Flats,774,Dombivali East,1 BHK,Sulekha,4980000.0,Sale,Residential,Relation Group,Lodha Palava City
Mumbai,4653707,06/24/2016,Apartments / Flats,981,Goregaon East,2 BHK,Sulekha,9712000.0,Sale,Residential,Sameer Oza,Prayag Heights
Mumbai,4079323,06/03/2016,Apartments / Flats,925,Vikhroli West,2 BHK,Sulekha,33300000.0,Sale,Residential,Green Concept,The Trees
Mumbai,4625235,06/16/2016,Apartments / Flats,545,Nalasopara West,1 BHK,Sulekha,1853000.0,Sale,Residential,Nishantkumar,Nakoda height
Mumbai,4677131,07/01/2016,Apartments / Flats,645,Mira Road,1 BHK,Sulekha,4322000.0,Sale,Residential,kanchan homes,
Mumbai,4587394,06/05/2016,Apartments / Flats,750,Mira Road,1 BHK,Sulekha,,Sale,Residential,Milan kamdar,
Mumbai,4232541,06/06/2016,Apartments / Flats,2660,Ghatkoparwest,4 BHK,Sulekha,55100000.0,Sale,Residential,Manmeet,Wadhwa The Address
Mumbai,4579217,06/02/2016,Builder/Independent Floors,1656,Goregaon West,3 BHK,Sulekha,22400000.000000004,Sale,Residential,Maa Sharda Enterprises,
Mumbai,4628223,07/01/2016,Apartments / Flats,1112,Andheri East,2 BHK,Sulekha,20600000.0,Sale,Residential,acquest property,Bajaj Emerald
Mumbai,4649385,06/29/2016,Apartments / Flats,1134,Dombivali East,2 BHK,Sulekha,6250000.0,Sale,Residential,Dgm Property Solutions Pvt Ltd,Lodha Lakeshore Greens
Mumbai,4654004,06/24/2016,Apartments / Flats,853,Kandivali East,2 BHK,Sulekha,11500000.0,Sale,Residential,Quick Infra,Divino
Mumbai,4551771,05/24/2016,Apartments / Flats,1145,Goregaon West,2 BHK,Sulekha,13700000.000000002,Sale,Residential,Indiabulls Distribution services limited,
Mumbai,4166858,06/20/2016,Apartments / Flats,560,Naigaon East,1 BHK,Sulekha,2632000.0,Sale,Residential,Sai Priya,Mittal Enclave
Mumbai,4345134,05/18/2016,Apartments / Flats,693,Chembur East,1 BHK,Sulekha,8836000.0,Sale,Residential,Paras Bhojwani - Xtreme Properties,Alta Vista
Mumbai,4284679,06/25/2016,Apartments / Flats,1495,Goregaon East,3 BHK,Sulekha,21000000.0,Sale,Residential,Nilesh,
Mumbai,4145326,06/16/2016,Apartments / Flats,679,Badlapur West,1 BHK,Sulekha,2555000.0,Sale,Residential,Badlapur Properties,
Mumbai,4416884,06/10/2016,Apartments / Flats,1496,Thane,3 BHK,Sulekha,18500000.0,Sale,Residential,Deepak M,
Mumbai,4173069,05/17/2016,Apartments / Flats,1000,Borivali West,2 BHK,Sulekha,13500000.0,Sale,Residential,Sapphire Globe,
Mumbai,4463217,06/24/2016,Apartments / Flats,730,Ambernath West,1 BHK,Sulekha,2116000.0,Sale,Residential,Amit Sidhani,Panvelkar Homes II
Mumbai,4281268,06/24/2016,Apartments / Flats,1895,Malad West,3 BHK,Sulekha,28000000.0,Sale,Residential,Pentacle Best Properties,
Mumbai,4529278,05/16/2016,Apartments / Flats,1135,Kandivali West,2 BHK,Sulekha,15800000.0,Sale,Residential,Rohit,
Mumbai,4657400,06/26/2016,Apartments / Flats,500,Chembur East,1 BHK,Sulekha,12800000.0,Sale,Residential,Wadhwani,
Mumbai,4426361,06/13/2016,Apartments / Flats,1150,Andheri East,2 BHK,Sulekha,16100000.000000002,Sale,Residential,V K Realty,
Mumbai,4454981,06/22/2016,Apartments / Flats,1130,Andheri East,2 BHK,Sulekha,15800000.0,Sale,Residential,Hillsboro Realty,Vijaylaxmi Bliss
Mumbai,4597709,06/08/2016,Apartments / Flats,625,Vasind,1 BHK,Sulekha,1813000.0,Sale,Residential,Shaurya property solutions,Shubh Vastu
Mumbai,4562283,05/27/2016,Apartments / Flats,600,Kandivali East,1 BHK,Sulekha,6540000.000000001,Sale,Residential,SunilThakkar,The Windsor
Mumbai,4504353,05/19/2016,Apartments / Flats,650,Virar West,1 BHK,Sulekha,2600000.0,Sale,Residential,Swapnil Mohite,
Mumbai,4418261,06/10/2016,Apartments / Flats,1290,Malad East,2 BHK,Sulekha,23500000.0,Sale,Residential,Jona Realty Pvt. Ltd.,Omakr Alta Monte
Mumbai,4647001,06/23/2016,Apartments / Flats,575,Badlapur West,1 BHK,Sulekha,1570000.0,Sale,Residential,Shagun Enterprises,Ganpati Residency
Mumbai,4382871,06/17/2016,Apartments / Flats,1359,Kanjurmarg East,2 BHK,Sulekha,24500000.0,Sale,Residential,Triveni Real Estate Agency,Lodha Auram grande
Mumbai,4579932,06/02/2016,Apartments / Flats,890,Neral,1 BHK,Sulekha,10200000.0,Sale,Residential,Aarde Technosoft Pvt Ltd,Tricity Palacio
Mumbai,4561243,05/27/2016,Apartments / Flats,627,Badlapur East,1 BHK,Sulekha,1944000.0000000002,Sale,Residential,PRAVIN WAGH,Hrieday
Mumbai,4102000,06/13/2016,Apartments / Flats,820,Mulund East,2 BHK,Sulekha,,Sale,Residential,V.R. Enterprises,
Mumbai,3789265,06/08/2016,Apartments / Flats,742,Neral,1 BHK,Sulekha,1967000.0000000002,Sale,Residential,Vision Properties,Ravira Green Homes
Mumbai,4538782,06/21/2016,Apartments / Flats,650,Bandra West,1 BHK,Sulekha,32500000.0,Sale,Residential,Golden Homes,
Mumbai,4603548,06/10/2016,Apartments / Flats,1150,Ambernath West,2 BHK,Sulekha,3450000.0,Sale,Residential,Laxmi Kamal Associates,Laxmi Kamal Shankar Heights Phase II
Mumbai,4041300,05/16/2016,Apartments / Flats,628,Badlapur East,1 BHK,Sulekha,1946000.0,Sale,Residential,PRAVIN WAGH,Hrieday
