city,listing_id,listing_date,property_subtype,sqft,locality,configtype,platform,Selling_Price,txn_type,property_type,listing_by,Building_Name
Mumbai,4345956,05/18/2016,Apartments / Flats,1020,Manpada,2 BHK,Sulekha,7709999.999999999,Sale,Residential,tony sherani,Unique Vistas
Mumbai,4545873,05/22/2016,Apartments / Flats,1054,Chembur East,2 BHK,Sulekha,16000000.0,Sale,Residential,Lakdawala,Sai Pritam
Mumbai,4552056,05/24/2016,Apartments / Flats,965,Dombivali East,1 BHK,Sulekha,,Sale,Residential,SHANKHESHWAR ESTATE AGENCY,
Mumbai,4523228,05/13/2016,Apartments / Flats,675,Badlapur West,1 BHK,Sulekha,1823000.0,Sale,Residential,Neeraj Jain,Jalaram Dham
Mumbai,4394807,06/02/2016,Apartments / Flats,505,Nalasopara West,1 BHK,Sulekha,1850000.0,Sale,Residential,Saji Peter,funfestia
Mumbai,4567351,05/29/2016,Apartments / Flats,691,Ambernath East,1 BHK,Sulekha,2004000.0,Sale,Residential,Shubh Enterprises,JP Symphony
Mumbai,4389538,06/01/2016,Apartments / Flats,700,Nalasopara East,1 BHK,Sulekha,2870000.0,Sale,Residential,Pankaj Soni,
Mumbai,4615682,06/14/2016,Apartments / Flats,628,Badlapur East,1 BHK,Sulekha,2047000.0,Sale,Residential,PRAVIN WAGH,Hrieday
Mumbai,4348990,05/19/2016,Apartments / Flats,631,Kurla West,1 BHK,Sulekha,7500000.0,Sale,Residential,Ashwani,
Mumbai,4280050,06/24/2016,Apartments / Flats,585,Badlapur East,1 BHK,Sulekha,1784000.0,Sale,Residential,sanjay bhalika,MK Shivam Heights
Mumbai,4030079,05/11/2016,Apartments / Flats,715,Vasai Road East,1 BHK,Sulekha,3039000.0,Sale,Residential,Vidhya Pravin Sankpal,
Mumbai,4351610,05/23/2016,Apartments / Flats,1600,Ghodbunder Road,3 BHK,Sulekha,17000000.0,Sale,Residential,Nitin S,
Mumbai,4567958,05/29/2016,Apartments / Flats,1153,Borivali East,2 BHK,Sulekha,12000000.0,Sale,Residential,Rakesh Singh,
Mumbai,4073872,06/01/2016,Apartments / Flats,715,Vasai Road East,2 BHK,Sulekha,3038000.0,Sale,Residential,Vedant Enterprises,Sunshine Serenity
Mumbai,3838622,07/01/2016,Apartments / Flats,1471,Mulund West,3 BHK,Sulekha,16100000.000000002,Sale,Residential,Nitin S,
Mumbai,4291352,06/27/2016,Apartments / Flats,798,Badlapur East,2 BHK,Sulekha,2793000.0,Sale,Residential,The MW Group,Poddar Evergreen
Mumbai,4553131,06/01/2016,Apartments / Flats,930,Mira Road,2 BHK,Sulekha,5861000.0,Sale,Residential,kanchan homes,Unique Signature
Mumbai,4250200,06/12/2016,Apartments / Flats,525,Nalasopara West,1 BHK,Sulekha,1791000.0,Sale,Residential,A D Realty,
Mumbai,4146913,07/04/2016,Apartments / Flats,985,Malad West,2 BHK,Sulekha,10800000.0,Sale,Residential,Gautam Shinde,ot
Mumbai,4500185,07/04/2016,Apartments / Flats,1378,Saki Naka,2 BHK,Sulekha,19200000.0,Sale,Residential,Mr Gurdeep Singh,
Mumbai,4593492,06/07/2016,Apartments / Flats,434,Vasind,1 RK,Sulekha,,Sale,Residential,rupesh shetty,
Mumbai,4291353,06/27/2016,Apartments / Flats,816,Badlapur East,2 BHK,Sulekha,2734000.0,Sale,Residential,The MW Group,
Mumbai,4640189,06/21/2016,Apartments / Flats,692,Ambernath East,1 BHK,Sulekha,2004000.0,Sale,Residential,Niraj Singh,
Mumbai,4579193,06/02/2016,Builder/Independent Floors,1806,Andheri West,3 BHK,Sulekha,40599999.99999999,Sale,Residential,Maa Sharda Enterprises,
Mumbai,4074470,05/15/2016,Apartments / Flats,1895,Malad West,3 BHK,Sulekha,26500000.0,Sale,Residential,Hitesh Estate Agents,Sahajanand Auris Serenity
Mumbai,4469893,06/26/2016,Apartments / Flats,995,Thane,2 BHK,Sulekha,10500000.0,Sale,Residential,Umaesh Kingwani,Vijay Galax
Mumbai,4277077,06/22/2016,Apartments / Flats,1012,Goregaon East,2 BHK,Sulekha,12100000.0,Sale,Residential,Rakesh Singh,Sky Villa
Mumbai,4144623,06/30/2016,Apartments / Flats,1470,Mulund West,3 BHK,Sulekha,26000000.0,Sale,Residential,Samir Chheda,
Mumbai,4238010,06/08/2016,Apartments / Flats,1544,Chembur East,3 BHK,Sulekha,27900000.0,Sale,Residential,Paras Bhojwani - Xtreme Properties,Chembur Heights II
Mumbai,4578910,06/02/2016,Apartments / Flats,847,Chembur East,2 BHK,Sulekha,26800000.0,Sale,Residential,Wadhwani,
Mumbai,4568009,05/29/2016,Apartments / Flats,800,Chembur East,1 BHK,Sulekha,11000000.0,Sale,Residential,DOSTI REAL ESTATE,Godrej Prime
Mumbai,4428921,07/03/2016,Apartments / Flats,1924,Andheri West,3 BHK,Sulekha,41000000.0,Sale,Residential,U K MISHRA,Adani Western Heights
Mumbai,4497157,07/04/2016,Apartments / Flats,1006,Parel East,2 BHK,Sulekha,40400000.0,Sale,Residential,Ajmera Properties,Crescent Bay
Mumbai,4040464,07/02/2016,Apartments / Flats,595,Virar West,1 BHK,Sulekha,2558000.0,Sale,Residential,Mr Sameer Joshi,
Mumbai,4405094,06/06/2016,Apartments / Flats,972,Mira Road,2 BHK,Sulekha,5929000.0,Sale,Residential,kanchan homes,JP North
Mumbai,4593337,06/07/2016,Apartments / Flats,855,Vasind,2 BHK,Sulekha,,Sale,Residential,rupesh shetty,
Mumbai,4553096,06/14/2016,Apartments / Flats,1378,Saki Naka,2 BHK,Sulekha,19200000.0,Sale,Residential,Mr Gurdeep Singh,Andheri east
Mumbai,4509654,05/10/2016,Apartments / Flats,625,Badlapur East,1 BHK,Sulekha,2047000.0,Sale,Residential,PRAVIN WAGH,
Mumbai,4573847,05/31/2016,Apartments / Flats,555,Nalasopara West,1 BHK,Sulekha,2109000.0,Sale,Residential,Myproperty,
Mumbai,4580965,06/03/2016,Apartments / Flats,627,Badlapur East,1 BHK,Sulekha,2044000.0000000002,Sale,Residential,PRAVIN WAGH,
Mumbai,4486588,07/02/2016,Apartments / Flats,900,Nalasopara West,2 BHK,Sulekha,3600000.0,Sale,Residential,evergreen enterprises,Dev Shrishti
Mumbai,4153999,06/30/2016,Apartments / Flats,1960,Mulund West,3 BHK,Sulekha,27400000.000000004,Sale,Residential,Samir Chheda,Runwal Greens
Mumbai,4586616,06/04/2016,Apartments / Flats,750,Chembur East,1 BHK,Sulekha,13500000.0,Sale,Residential,Lakdawala,
Mumbai,4569037,05/30/2016,Apartments / Flats,835,Vasai Road East,2 BHK,Sulekha,3465000.0,Sale,Residential,Evergreen Enterprises,Meera Avenue
Mumbai,4365807,05/24/2016,Apartments / Flats,550,Nalasopara West,1 BHK,Sulekha,1850000.0,Sale,Residential,Saji Peter,funfestia
Mumbai,4244305,06/11/2016,Commercial: Office Space,5000,Andheri East,,Sulekha,62500000.0,Sale,Commercial,Mumbai,
Mumbai,4555091,05/25/2016,Apartments / Flats,1720,Chembur East,3 BHK,Sulekha,28400000.0,Sale,Residential,Paras Bhojwani - Xtreme Properties,Safal Sky
Mumbai,4647015,06/23/2016,Apartments / Flats,675,Badlapur East,1 BHK,Sulekha,1823000.0,Sale,Residential,Shagun Enterprises,Saffron Hill
Mumbai,4017748,06/24/2016,Apartments / Flats,660,Badlapur East,1 BHK,Sulekha,2046000.0,Sale,Residential,PRAVIN WAGH,Hrieday
Mumbai,4580573,06/02/2016,Apartments / Flats,637,Chembur East,2 BHK,Sulekha,11100000.000000002,Sale,Residential,DOSTI REAL ESTATE,Premiere Tower
Mumbai,4395398,06/03/2016,Apartments / Flats,675,Virar West,1 BHK,Sulekha,2564000.0,Sale,Residential,Mr Sameer Joshi,
Mumbai,4149027,05/08/2016,Apartments / Flats,1683,Worli,3 BHK,Sulekha,42900000.0,Sale,Residential,Ajmera Properties,Lodha The Park
Mumbai,4661436,06/27/2016,Apartments / Flats,1000,Chembur East,2 BHK,Sulekha,27500000.0,Sale,Residential,Wadhwani,Opulence
Mumbai,4593298,06/07/2016,Apartments / Flats,530,Vasind,1 BHK,Sulekha,,Sale,Residential,rupesh shetty,
Mumbai,4512525,05/10/2016,Apartments / Flats,1378,Saki Naka,2 BHK,Sulekha,19200000.0,Sale,Residential,Mr Gurdeep Singh,
Mumbai,4537586,06/09/2016,Apartments / Flats,972,Mira Road,2 BHK,Sulekha,5949000.0,Sale,Residential,kanchan homes,JP North Estella
Mumbai,4606535,06/10/2016,Apartments / Flats,1000,Chembur East,2 BHK,Sulekha,17500000.0,Sale,Residential,Lakdawala,
Mumbai,4577441,06/01/2016,Apartments / Flats,545,Nalasopara West,1 BHK,Sulekha,2126000.0,Sale,Residential,Nishantkumar,
Mumbai,4523390,05/13/2016,Apartments / Flats,630,Badlapur East,1 BHK,Sulekha,2048000.0,Sale,Residential,PRAVIN WAGH,Hrieday
Mumbai,4646989,06/23/2016,Apartments / Flats,651,Badlapur West,1 BHK,Sulekha,1823000.0,Sale,Residential,Shagun Enterprises,UMIYA DARSHAN
Mumbai,4528613,05/16/2016,Apartments / Flats,730,Nalasopara East,1 BHK,Sulekha,3649000.0,Sale,Residential,evergreen enterprises,
Mumbai,4181166,05/21/2016,Apartments / Flats,1012,Goregaon East,2 BHK,Sulekha,12100000.0,Sale,Residential,Rakesh Singh,sky villa
Mumbai,4446353,06/19/2016,Apartments / Flats,857,Thane,2 BHK,Sulekha,11000000.0,Sale,Residential,Umaesh Kingwani,
Mumbai,4149035,05/08/2016,Apartments / Flats,3211,Borivali East,4 BHK,Sulekha,43300000.0,Sale,Residential,Ajmera Properties,Sunteck Signia
Mumbai,4041954,05/16/2016,Apartments / Flats,1212,Chembur East,2 BHK,Sulekha,27799999.999999996,Sale,Residential,Wadhwani,Chembur 1st Entry Point
Mumbai,4296699,06/29/2016,Apartments / Flats,1925,Chembur West,3 BHK,Sulekha,34700000.0,Sale,Residential,Paras Bhojwani - Xtreme Properties,Hubtown Seasons
Mumbai,4320167,05/10/2016,Apartments / Flats,1152,Borivali East,2 BHK,Sulekha,11200000.000000002,Sale,Residential,DOSTI REAL ESTATE,
Mumbai,4552020,05/24/2016,Apartments / Flats,702,Dombivali East,2 BHK,Sulekha,,Sale,Residential,SHANKHESHWAR ESTATE AGENCY,Alag Abode
Mumbai,4388954,06/01/2016,Apartments / Flats,700,Vasai Road East,1 BHK,Sulekha,2870000.0,Sale,Residential,Pankaj Soni,
Mumbai,4250188,06/12/2016,Apartments / Flats,525,Nalasopara West,1 BHK,Sulekha,1793000.0,Sale,Residential,A D Realty,
Mumbai,4197941,05/27/2016,Apartments / Flats,1125,Kandivali East,2 BHK,Sulekha,11200000.000000002,Sale,Residential,Trident Realtors,
Mumbai,4579172,06/02/2016,Builder/Independent Floors,2040,Andheri West,3 BHK,Sulekha,41800000.0,Sale,Residential,Maa Sharda Enterprises,
Mumbai,4479774,06/30/2016,Apartments / Flats,1110,Malad West,2 BHK,Sulekha,11000000.0,Sale,Residential,Gautam Shinde,
Mumbai,4330702,05/14/2016,Apartments / Flats,1095,Thane,2 BHK,Sulekha,7775000.0,Sale,Residential,D. T. Homes,
Mumbai,4146693,06/27/2016,Apartments / Flats,1960,Mulund West,3 BHK,Sulekha,26000000.0,Sale,Residential,Sohum Estate Agency,
Mumbai,4186714,06/10/2016,Apartments / Flats,1020,Thane,2 BHK,Sulekha,10500000.0,Sale,Residential,Umesh K,Platinum Heritage
Mumbai,4397449,06/03/2016,Apartments / Flats,681,Ambernath East,1 BHK,Sulekha,2043000.0,Sale,Residential,Shubh Enterprises,JP Symphony
Mumbai,4221242,06/02/2016,Apartments / Flats,1012,Goregaon East,2 BHK,Sulekha,12100000.0,Sale,Residential,Rakesh Singh,
Mumbai,4659413,06/27/2016,Apartments / Flats,2200,Goregaon West,3 BHK,Sulekha,31900000.0,Sale,Residential,Hitesh Mehta,Kalpataru Pinnacle
Mumbai,4107859,05/15/2016,Apartments / Flats,2300,Goregaon West,4 BHK,Sulekha,30000000.0,Sale,Residential,Hitesh Mehta,Sethia Link View
Mumbai,4391226,06/01/2016,Apartments / Flats,688,Ambernath East,1 BHK,Sulekha,2054000.0,Sale,Residential,Shubh Enterprises,
Mumbai,4229011,06/05/2016,Apartments / Flats,1110,Ghodbunder Road,2 BHK,Sulekha,11000000.0,Sale,Residential,Umaesh Kingwani,Rosa ManHattan
Mumbai,4280189,06/24/2016,Apartments / Flats,630,Badlapur East,1 BHK,Sulekha,1789000.0,Sale,Residential,sanjay bhalika,
Mumbai,4184248,05/22/2016,Apartments / Flats,1012,Goregaon East,2 BHK,Sulekha,12100000.0,Sale,Residential,Rakesh Singh,sky villa
Mumbai,4531792,05/17/2016,Apartments / Flats,670,Malad East,1 BHK,Sulekha,7500000.0,Sale,Residential,Ashwani,
Mumbai,4579178,06/02/2016,Builder/Independent Floors,2001,Andheri West,3 BHK,Sulekha,41000000.0,Sale,Residential,Maa Sharda Enterprises,
Mumbai,4073857,06/01/2016,Apartments / Flats,775,Vasai Road East,2 BHK,Sulekha,3122000.0,Sale,Residential,Vedant Enterprises,White Hills
Mumbai,4388002,05/27/2016,Apartments / Flats,490,Dombivali East,1 BHK,Sulekha,2793000.0,Sale,Residential,Hema sawant,Shivam Pride
Mumbai,4347869,05/19/2016,Apartments / Flats,1650,Ghodbunder Road,3 BHK,Sulekha,17300000.0,Sale,Residential,Nitin S,
Mumbai,4197961,05/27/2016,Apartments / Flats,1015,Malad West,2 BHK,Sulekha,11000000.0,Sale,Residential,Trident Realtors,
Mumbai,4331353,05/14/2016,Apartments / Flats,1503,Thane,2 BHK,Sulekha,7805000.0,Sale,Residential,D. T. Homes,Rustomjee Urbania
Mumbai,4249925,06/12/2016,Apartments / Flats,550,Nalasopara West,1 BHK,Sulekha,1792000.0000000002,Sale,Residential,A D Realty,
Mumbai,4579197,06/02/2016,Builder/Independent Floors,1924,Andheri West,3 BHK,Sulekha,43300000.0,Sale,Residential,Maa Sharda Enterprises,
Mumbai,4332015,05/14/2016,Apartments / Flats,1027,Thane,2 BHK,Sulekha,7731000.0,Sale,Residential,D. T. Homes,Kanchan Ganga
Mumbai,4243135,06/10/2016,Commercial: Office Space,5230,Goregaon West,,Sulekha,65400000.0,Sale,Commercial,Mumbai,
Mumbai,4074471,05/15/2016,Apartments / Flats,2085,Malad West,3 BHK,Sulekha,29700000.000000004,Sale,Residential,Hitesh Estate Agents,Sahajanand Auris Serenity
Mumbai,4523116,05/13/2016,Apartments / Flats,550,Vasai Road East,1 BHK,Sulekha,3850000.0,Sale,Residential,evergreen enterprises,sunshine palace
Mumbai,4606209,06/10/2016,Apartments / Flats,1000,Chembur East,2 BHK,Sulekha,23000000.0,Sale,Residential,Lakdawala,Sindhi society
Mumbai,4598088,06/08/2016,Apartments / Flats,535,Nalasopara West,1 BHK,Sulekha,2140000.0,Sale,Residential,Nishantkumar,Crystal Pallazo
Mumbai,4646983,06/23/2016,Apartments / Flats,680,Badlapur West,1 BHK,Sulekha,1836000.0,Sale,Residential,Shagun Enterprises,JALARAM DHAM
Mumbai,3873066,07/02/2016,Apartments / Flats,540,Nalasopara West,1 BHK,Sulekha,1980000.0,Sale,Residential,Saji Peter,sea grapes
Mumbai,4548998,05/23/2016,Apartments / Flats,715,Vasai Road East,1 BHK,Sulekha,2904000.0,Sale,Residential,Pankaj Soni,
Mumbai,4181317,05/21/2016,Apartments / Flats,695,Dombivali East,1 BHK,Sulekha,,Sale,Residential,SHANKHESHWAR ESTATE AGENCY,VERSATILE OMKAR HEIGHTS
Mumbai,4278749,06/23/2016,Apartments / Flats,610,Badlapur East,1 BHK,Sulekha,1907000.0,Sale,Residential,sanjay bhalika,Raj Tulsi City
Mumbai,4329729,05/19/2016,Apartments / Flats,670,Ambernath East,1 BHK,Sulekha,2010000.0000000002,Sale,Residential,Shubh Enterprises,
Mumbai,4525887,05/14/2016,Apartments / Flats,631,Badlapur East,1 BHK,Sulekha,2051000.0000000002,Sale,Residential,PRAVIN WAGH,Hrieday
Mumbai,4184360,05/22/2016,Apartments / Flats,642,Bhandup West,1 BHK,Sulekha,7700000.0,Sale,Residential,Ashwani,Reputed Developer
Mumbai,4073868,06/01/2016,Apartments / Flats,695,Vasai Road East,2 BHK,Sulekha,3206000.0,Sale,Residential,Vedant Enterprises,Global Prestige
Mumbai,3838621,07/01/2016,Apartments / Flats,1795,Mulund West,3 BHK,Sulekha,19300000.0,Sale,Residential,Nitin S,
Mumbai,4610745,06/12/2016,Apartments / Flats,562,Dombivali East,1 BHK,Sulekha,2938000.0,Sale,Residential,Hema sawant,Momai Residancy
Mumbai,4288228,06/26/2016,Apartments / Flats,985,Thane,2 BHK,Sulekha,7841000.0,Sale,Residential,tony sherani,
Mumbai,4329731,05/13/2016,Apartments / Flats,688,Ambernath East,1 BHK,Sulekha,2064000.0,Sale,Residential,Shubh Enterprises,
Mumbai,4443014,06/18/2016,Apartments / Flats,1288,Borivali East,3 BHK,Sulekha,12500000.0,Sale,Residential,Rakesh Singh,
Mumbai,4228791,06/05/2016,Apartments / Flats,1150,Thane,3 BHK,Sulekha,11000000.0,Sale,Residential,Umaesh Kingwani,Platinum Heritage
Mumbai,4041953,05/16/2016,Apartments / Flats,1112,Chembur East,2 BHK,Sulekha,29900000.000000004,Sale,Residential,Wadhwani,CHEMBURS 1st IPAD PROJECT
Mumbai,4579173,06/02/2016,Builder/Independent Floors,2126,Andheri West,3 BHK,Sulekha,43600000.0,Sale,Residential,Maa Sharda Enterprises,
Mumbai,4677128,07/01/2016,Apartments / Flats,585,Virar West,1 BHK,Sulekha,2632000.0,Sale,Residential,Mr Sameer Joshi,
Mumbai,4290765,06/27/2016,Apartments / Flats,970,Mira Road,2 BHK,Sulekha,6014000.0,Sale,Residential,kanchan homes,Raj Estate
Mumbai,4318195,05/09/2016,Commercial: Office Space,5000,Powai,,Sulekha,65000000.0,Sale,Commercial,Novaspace Reality Pvt Ltd,
Mumbai,4443797,06/18/2016,Apartments / Flats,1000,Chembur East,2 BHK,Sulekha,11500000.0,Sale,Residential,Dosti Real Estate,Radius Central Park
Mumbai,4525694,05/14/2016,Commercial: Showrooms/Shops,360,Vasai Road East,,Sulekha,3779999.9999999995,Sale,Commercial,evergreen enterprises,
Mumbai,4149028,05/08/2016,Apartments / Flats,2150,Worli,4 BHK,Sulekha,54800000.00000001,Sale,Residential,Ajmera Properties,Lodha The Park
Mumbai,4041951,05/16/2016,Apartments / Flats,950,Chembur East,2 BHK,Sulekha,29800000.0,Sale,Residential,Wadhwani,Top Location
Mumbai,4613180,06/13/2016,Apartments / Flats,585,Virar West,1 BHK,Sulekha,2630000.0,Sale,Residential,Mr Sameer Joshi,
Mumbai,4571120,05/30/2016,Apartments / Flats,850,Chembur East,2 BHK,Sulekha,11399999.999999998,Sale,Residential,DOSTI REAL ESTATE,
Mumbai,4497154,07/04/2016,Apartments / Flats,2750,Parel East,3 BHK,Sulekha,50199999.99999999,Sale,Residential,Ajmera Properties,Ruparel Jewel
Mumbai,4374765,05/26/2016,Apartments / Flats,970,Mira Road,2 BHK,Sulekha,6013000.0,Sale,Residential,kanchan homes,Raj Estate
Mumbai,4278782,06/23/2016,Apartments / Flats,635,Badlapur East,1 BHK,Sulekha,1905000.0,Sale,Residential,sanjay bhalika,Arihant Anmol
Mumbai,4389679,06/01/2016,Apartments / Flats,705,Nalasopara East,1 BHK,Sulekha,2891000.0,Sale,Residential,Pankaj Soni,
Mumbai,4073809,06/01/2016,Apartments / Flats,475,Vasai Road East,1 BHK,Sulekha,3166000.0,Sale,Residential,Vedant Enterprises,Reliable Township
Mumbai,4068336,05/30/2016,Apartments / Flats,913,Kanjurmarg East,1 BHK,Sulekha,7700000.0,Sale,Residential,Ashwani,
Mumbai,3838624,07/01/2016,Apartments / Flats,1791,Mulund West,3 BHK,Sulekha,19300000.0,Sale,Residential,Nitin S,
Mumbai,4251407,06/13/2016,Apartments / Flats,600,Nalasopara West,1 BHK,Sulekha,1793000.0,Sale,Residential,A D Realty,
Mumbai,4197945,05/27/2016,Apartments / Flats,890,Kandivali West,2 BHK,Sulekha,11100000.000000002,Sale,Residential,Trident Realtors,
Mumbai,4291356,06/27/2016,Apartments / Flats,855,Badlapur East,2 BHK,Sulekha,2864000.0,Sale,Residential,The MW Group,
Mumbai,4659301,06/27/2016,Apartments / Flats,2190,Goregaon West,3 BHK,Sulekha,31800000.0,Sale,Residential,Hitesh Mehta,Kalpataru Pinnacle
Mumbai,4506345,05/31/2016,Apartments / Flats,1378,Saki Naka,2 BHK,Sulekha,,Sale,Residential,Mr Gurdeep Singh,Andheri east
Mumbai,4602915,06/09/2016,Apartments / Flats,1520,Chembur East,3 BHK,Sulekha,20000000.0,Sale,Residential,Lakdawala,
Mumbai,4331280,05/14/2016,Apartments / Flats,1503,Thane,2 BHK,Sulekha,7805000.0,Sale,Residential,D. T. Homes,
Mumbai,4329730,05/13/2016,Apartments / Flats,681,Ambernath East,1 BHK,Sulekha,2043000.0,Sale,Residential,Shubh Enterprises,
Mumbai,4573819,05/31/2016,Apartments / Flats,585,Nalasopara West,1 BHK,Sulekha,2135000.0,Sale,Residential,Myproperty,SB LIFESPACE SANDEEP HEIGHTS
Mumbai,4647010,06/23/2016,Apartments / Flats,670,Badlapur West,1 BHK,Sulekha,1829000.0,Sale,Residential,Shagun Enterprises,Ganpati Residency
Mumbai,3873079,07/02/2016,Apartments / Flats,580,Nalasopara West,1 BHK,Sulekha,1920000.0,Sale,Residential,Saji Peter,Near Sai Niwas
Mumbai,4278360,06/23/2016,Apartments / Flats,648,Virar West,1 BHK,Sulekha,2591000.0,Sale,Residential,Mr Sameer Joshi,
Mumbai,4436603,06/16/2016,Apartments / Flats,970,Mira Road,2 BHK,Sulekha,6004000.0,Sale,Residential,kanchan homes,Raj Estate
Mumbai,4436632,06/16/2016,Apartments / Flats,1378,Andheri East,2 BHK,Sulekha,19200000.0,Sale,Residential,Mr Gurdeep Singh,Andheri East
Mumbai,4593216,06/07/2016,Apartments / Flats,396,Vasind,1 RK,Sulekha,,Sale,Residential,rupesh shetty,
Mumbai,4575495,06/01/2016,Apartments / Flats,626,Badlapur East,1 BHK,Sulekha,2050000.0,Sale,Residential,PRAVIN WAGH,Hrieday
Mumbai,4327996,05/13/2016,Commercial: Office Space,3200,Andheri West,,Sulekha,67200000.0,Sale,Commercial,Novaspace Reality Pvt Ltd,
Mumbai,4679897,07/03/2016,Apartments / Flats,1500,Chembur East,4 BHK,Sulekha,34000000.0,Sale,Residential,Wadhwani,
Mumbai,4458984,06/23/2016,Apartments / Flats,653,Badlapur East,1 BHK,Sulekha,2400000.0,Sale,Residential,Space Orbeat Properties,Godrej Vihaa
Mumbai,4680523,07/03/2016,Apartments / Flats,990,Chembur East,2 BHK,Sulekha,12400000.0,Sale,Residential,DOSTI REAL ESTATE,
Mumbai,4579175,06/02/2016,Builder/Independent Floors,2127,Andheri West,3 BHK,Sulekha,43600000.0,Sale,Residential,Maa Sharda Enterprises,
Mumbai,4677019,07/01/2016,Apartments / Flats,1500,Chembur East,4 BHK,Sulekha,34000000.0,Sale,Residential,Wadhwani,
Mumbai,4149023,05/08/2016,Apartments / Flats,2269,Byculla East,3 BHK,Sulekha,55000000.0,Sale,Residential,Ajmera Properties,Godrej Sky
Mumbai,3742749,05/08/2016,Apartments / Flats,600,Nalasopara West,1 BHK,Sulekha,1980000.0,Sale,Residential,Saj Enterprises,
Mumbai,4180571,05/21/2016,Apartments / Flats,703,Karjat,1 BHK,Sulekha,,Sale,Residential,SHANKHESHWAR ESTATE AGENCY,Saletrex
Mumbai,4449512,06/20/2016,Apartments / Flats,700,Nalasopara East,1 BHK,Sulekha,2905000.0,Sale,Residential,Pankaj Soni,
Mumbai,4279781,06/24/2016,Apartments / Flats,637,Ambernath East,1 BHK,Sulekha,1911000.0,Sale,Residential,sanjay bhalika,
Mumbai,4559570,05/26/2016,Apartments / Flats,625,Vasai Road East,1 BHK,Sulekha,3250000.0,Sale,Residential,Vidhya Pravin Sankpal,Tanishqua Gardens
Mumbai,4249915,06/12/2016,Apartments / Flats,550,Vasai Road West,1 BHK,Sulekha,1793000.0,Sale,Residential,A D Realty,
Mumbai,4170218,05/16/2016,Apartments / Flats,706,Kanjurmarg East,1 BHK,Sulekha,7700000.0,Sale,Residential,Ashwani,Reputed Developer
Mumbai,4073816,06/01/2016,Apartments / Flats,740,Vasai Road East,2 BHK,Sulekha,3289000.0,Sale,Residential,Vedant Enterprises,Aarti complex
Mumbai,4491220,07/03/2016,Commercial: Office Space,1200,Bhandup West,,Sulekha,12600000.0,Sale,Commercial,Rakesh Singh,
Mumbai,4524759,05/13/2016,Apartments / Flats,1376,Wadala East,2 BHK,Sulekha,31300000.0,Sale,Residential,Nitin,
Mumbai,4680509,07/03/2016,Apartments / Flats,769,Chembur East,1 BHK,Sulekha,12500000.0,Sale,Residential,DOSTI REAL ESTATE,
Mumbai,4583504,06/03/2016,Apartments / Flats,735,Bhiwandi,1 BHK,Sulekha,3100000.0,Sale,Residential,Pravin Ladkat,
Mumbai,4291355,06/27/2016,Apartments / Flats,841,Badlapur East,2 BHK,Sulekha,2943000.0,Sale,Residential,The MW Group,Poddar Evergreen
Mumbai,4395639,06/03/2016,Apartments / Flats,700,Virar West,1 BHK,Sulekha,2660000.0,Sale,Residential,Mr Sameer Joshi,
Mumbai,4400848,06/04/2016,Commercial: Office Space,4000,Andheri West,,Sulekha,72000000.0,Sale,Commercial,Novaspace Reality Pvt Ltd,
Mumbai,4620830,06/15/2016,Apartments / Flats,525,Nalasopara West,1 BHK,Sulekha,2153000.0,Sale,Residential,Nishantkumar,Om sai height
Mumbai,4545528,05/22/2016,Apartments / Flats,1000,Chembur East,2 BHK,Sulekha,24000000.0,Sale,Residential,Lakdawala,Sindhi  Society
Mumbai,4573234,05/31/2016,Apartments / Flats,1300,Worli,2 BHK,Sulekha,64900000.0,Sale,Residential,Ajmera Properties,Indiabulls Blu
Mumbai,3742748,06/24/2016,Apartments / Flats,580,Nalasopara West,1 BHK,Sulekha,2000000.0,Sale,Residential,Saj Enterprises,
Mumbai,4559111,05/26/2016,Apartments / Flats,930,Vasai Road East,2 BHK,Sulekha,3860000.0,Sale,Residential,evergreen enterprises,Meera Avenue
Mumbai,4164691,05/19/2016,Apartments / Flats,1008,Dombivali East,2 BHK,Sulekha,,Sale,Residential,SHANKHESHWAR ESTATE AGENCY,Codename Finale
Mumbai,4509047,05/10/2016,Apartments / Flats,632,Badlapur East,1 BHK,Sulekha,2054000.0,Sale,Residential,PRAVIN WAGH,Hrieday
Mumbai,4445818,06/19/2016,Apartments / Flats,700,Vasai Road East,1 BHK,Sulekha,2905000.0,Sale,Residential,Pankaj Soni,
Mumbai,4436561,06/16/2016,Apartments / Flats,972,Mira Road,2 BHK,Sulekha,6027000.0,Sale,Residential,kanchan homes,JP North Estella
Mumbai,4279819,06/24/2016,Apartments / Flats,648,Ambernath East,1 BHK,Sulekha,1944000.0000000002,Sale,Residential,sanjay bhalika,j p hormoney
Mumbai,4251393,06/13/2016,Apartments / Flats,600,Nalasopara West,1 BHK,Sulekha,1794000.0000000002,Sale,Residential,A D Realty,
Mumbai,4264860,06/18/2016,Apartments / Flats,709,Kanjurmarg East,1 BHK,Sulekha,7765000.000000001,Sale,Residential,Ashwani,Aadi Allure
Mumbai,4330731,05/14/2016,Apartments / Flats,828,Thane,2 BHK,Sulekha,7900000.0,Sale,Residential,D. T. Homes,Palacia Phase 2
Mumbai,4521531,05/12/2016,Apartments / Flats,685,Ambernath West,1 BHK,Sulekha,1850000.0,Sale,Residential,Neeraj Jain,Mahalaxmi Paradise
